,Median Age,Total Population,Poverty Count,Median Household Income,Per Capita Income,employment_employed,employment_unemployed,median_gross_rent,median_monthly_owner_costs,Name,Zipcode
77,36.2,21478.0,11505.0,16734.0,7569.0,6105.0,2389.0,425.0,718.0,ZCTA5 00772,00772
78,39.3,19497.0,8868.0,18170.0,10284.0,5626.0,2241.0,489.0,827.0,ZCTA5 00773,00773
79,39.0,1554.0,708.0,18547.0,9250.0,658.0,22.0,542.0,1150.0,ZCTA5 00775,00775
80,36.1,40570.0,19099.0,19229.0,9555.0,11760.0,3653.0,424.0,806.0,ZCTA5 00777,00777
81,36.7,46765.0,15848.0,29317.0,15111.0,17525.0,2702.0,586.0,1118.0,ZCTA5 00778,00778
82,37.7,13016.0,4744.0,22090.0,14502.0,4513.0,826.0,467.0,1013.0,ZCTA5 00780,00780
83,36.3,18530.0,11134.0,12757.0,7064.0,4235.0,1152.0,354.0,730.0,ZCTA5 00782,00782
84,36.4,35151.0,19904.0,14863.0,7444.0,7739.0,2363.0,416.0,754.0,ZCTA5 00783,00783
85,36.4,42625.0,21498.0,16141.0,8899.0,9637.0,2017.0,430.0,730.0,ZCTA5 00784,00784
86,64.4,288.0,55.0,17039.0,10263.0,46.0,0.0,,,ZCTA5 00786,00786
87,39.5,50809.0,22611.0,19175.0,10880.0,14320.0,2077.0,458.0,836.0,ZCTA5 00791,00791
88,34.2,30215.0,18371.0,14238.0,7326.0,6306.0,458.0,374.0,731.0,ZCTA5 00794,00794
89,36.9,46450.0,23505.0,18863.0,9250.0,14127.0,2899.0,426.0,770.0,ZCTA5 00795,00795
90,42.1,6132.0,2655.0,16870.0,26052.0,2113.0,196.0,477.0,2382.0,ZCTA5 00901,00901
91,30.9,73.0,6.0,34625.0,42718.0,51.0,0.0,,1955.0,ZCTA5 00906,00906
92,47.1,17382.0,5181.0,29758.0,32954.0,7592.0,838.0,695.0,1451.0,ZCTA5 00907,00907
93,37.7,5616.0,3003.0,15540.0,12282.0,2004.0,526.0,446.0,1122.0,ZCTA5 00909,00909
94,48.5,7444.0,2045.0,30877.0,26939.0,3331.0,434.0,643.0,1636.0,ZCTA5 00911,00911
95,40.7,5979.0,2622.0,18473.0,13833.0,2450.0,608.0,526.0,961.0,ZCTA5 00912,00912
96,28.0,8122.0,6163.0,6478.0,7575.0,1599.0,1041.0,171.0,1934.0,ZCTA5 00913,00913
97,38.3,29387.0,17967.0,13332.0,7834.0,9492.0,3714.0,390.0,838.0,ZCTA5 00915,00915
98,43.4,19086.0,10206.0,14371.0,11443.0,6538.0,1541.0,455.0,929.0,ZCTA5 00917,00917
99,40.2,16552.0,6745.0,22405.0,20118.0,6156.0,953.0,267.0,1259.0,ZCTA5 00918,00918
100,43.7,17995.0,6329.0,25000.0,14513.0,6922.0,1005.0,625.0,1058.0,ZCTA5 00920,00920
101,36.8,37696.0,17331.0,18272.0,11812.0,12584.0,2108.0,528.0,1040.0,ZCTA5 00921,00921
102,38.8,26591.0,14535.0,14773.0,9642.0,7998.0,2509.0,410.0,956.0,ZCTA5 00923,00923
103,36.8,54584.0,25852.0,18543.0,11667.0,17249.0,4238.0,382.0,936.0,ZCTA5 00924,00924
104,32.2,6899.0,3924.0,10332.0,9967.0,2725.0,711.0,442.0,920.0,ZCTA5 00925,00925
105,40.8,104645.0,30563.0,32636.0,21026.0,41346.0,4265.0,626.0,1285.0,ZCTA5 00926,00926
106,46.8,14447.0,4085.0,30507.0,26102.0,5495.0,723.0,537.0,1557.0,ZCTA5 00927,00927
107,38.7,67.0,0.0,65938.0,50193.0,36.0,0.0,,,ZCTA5 00934,00934
108,59.2,731.0,0.0,,10190.0,0.0,0.0,,,ZCTA5 00936,00936
109,37.7,78552.0,29245.0,24400.0,12255.0,27968.0,6359.0,541.0,950.0,ZCTA5 00949,00949
110,,0.0,0.0,,,0.0,0.0,,,ZCTA5 00950,00950
111,,15.0,15.0,,,8.0,0.0,,,ZCTA5 00951,00951
112,40.4,9363.0,4081.0,17697.0,9221.0,3117.0,806.0,566.0,872.0,ZCTA5 00952,00952
113,35.9,73099.0,22814.0,30278.0,13896.0,26306.0,4951.0,586.0,1148.0,ZCTA5 00953,00953
114,38.9,74529.0,28890.0,22411.0,11068.0,25632.0,5949.0,578.0,902.0,ZCTA5 00956,00956
115,38.3,43336.0,16530.0,23353.0,11911.0,13753.0,2851.0,541.0,926.0,ZCTA5 00957,00957
116,40.1,48168.0,14486.0,27478.0,14960.0,19171.0,2713.0,543.0,1015.0,ZCTA5 00959,00959
117,32.8,2355.0,17.0,,6143.0,0.0,0.0,,,ZCTA5 00960,00960
118,41.4,30978.0,8911.0,29180.0,16367.0,10932.0,1794.0,488.0,1050.0,ZCTA5 00961,00961
119,35.5,20975.0,11477.0,16035.0,9063.0,5747.0,2886.0,289.0,832.0,ZCTA5 00962,00962
120,38.5,8483.0,4262.0,16333.0,9652.0,2727.0,911.0,414.0,771.0,ZCTA5 00965,00965
121,42.8,16058.0,2966.0,50772.0,35940.0,6725.0,653.0,668.0,1765.0,ZCTA5 00966,00966
122,56.7,3492.0,336.0,46206.0,39984.0,1551.0,107.0,864.0,1485.0,ZCTA5 00968,00968
123,40.6,43021.0,6927.0,52970.0,27696.0,18496.0,1509.0,897.0,1651.0,ZCTA5 00969,00969
124,41.5,29095.0,11147.0,21854.0,13801.0,10845.0,2512.0,530.0,1139.0,ZCTA5 00971,00971
125,37.9,61762.0,18484.0,29368.0,15740.0,23761.0,2023.0,522.0,1135.0,ZCTA5 00976,00976
126,49.1,15234.0,2811.0,36592.0,28216.0,7266.0,577.0,776.0,1211.0,ZCTA5 00979,00979
127,42.1,15029.0,5163.0,25557.0,13221.0,5378.0,918.0,616.0,980.0,ZCTA5 00982,00982
128,38.8,39407.0,12279.0,26695.0,13872.0,14608.0,2585.0,581.0,1036.0,ZCTA5 00983,00983
129,41.4,33653.0,11496.0,22995.0,12941.0,11663.0,2496.0,519.0,947.0,ZCTA5 00985,00985
130,36.6,60377.0,16807.0,31698.0,14797.0,23729.0,4011.0,659.0,1094.0,ZCTA5 00987,00987
131,44.5,17438.0,1248.0,60161.0,30044.0,8943.0,641.0,911.0,1561.0,ZCTA5 01001,01001
132,23.4,29780.0,8124.0,50540.0,26130.0,14977.0,1299.0,1127.0,2093.0,ZCTA5 01002,01002
133,19.9,11241.0,44.0,,3855.0,4425.0,950.0,1698.0,,ZCTA5 01003,01003
134,43.3,5201.0,270.0,68786.0,30325.0,2709.0,226.0,913.0,1586.0,ZCTA5 01005,01005
135,42.2,14838.0,1355.0,76881.0,34278.0,7876.0,491.0,877.0,1775.0,ZCTA5 01007,01007
136,49.3,1171.0,45.0,70417.0,33040.0,668.0,54.0,836.0,1584.0,ZCTA5 01008,01008
137,55.6,429.0,148.0,40833.0,20360.0,200.0,63.0,862.0,,ZCTA5 01009,01009
138,45.8,3695.0,118.0,87961.0,38412.0,2201.0,110.0,736.0,1694.0,ZCTA5 01010,01010
139,41.0,1506.0,115.0,68000.0,28174.0,822.0,76.0,800.0,1443.0,ZCTA5 01011,01011
140,51.2,539.0,59.0,57019.0,34589.0,297.0,34.0,890.0,1458.0,ZCTA5 01012,01012
141,34.9,22394.0,3694.0,40774.0,21477.0,10197.0,1313.0,841.0,1395.0,ZCTA5 01013,01013
142,43.7,30952.0,3042.0,55665.0,28032.0,15425.0,1433.0,806.0,1383.0,ZCTA5 01020,01020
143,35.6,2840.0,633.0,51500.0,26697.0,1227.0,221.0,1379.0,1098.0,ZCTA5 01022,01022
144,48.7,1036.0,58.0,50625.0,26311.0,497.0,32.0,780.0,1565.0,ZCTA5 01026,01026
145,44.5,17787.0,1516.0,58324.0,33604.0,10019.0,762.0,886.0,1634.0,ZCTA5 01027,01027
146,45.5,16017.0,874.0,81655.0,38300.0,8171.0,515.0,738.0,1823.0,ZCTA5 01028,01028
147,50.3,717.0,107.0,44545.0,29424.0,321.0,51.0,578.0,1173.0,ZCTA5 01029,01029
148,44.0,11250.0,1127.0,63026.0,31713.0,5780.0,290.0,864.0,1623.0,ZCTA5 01030,01030
149,42.9,1369.0,345.0,39750.0,23357.0,560.0,100.0,696.0,1460.0,ZCTA5 01031,01031
150,49.2,611.0,24.0,65625.0,33491.0,383.0,16.0,1375.0,1781.0,ZCTA5 01032,01032
151,44.3,6304.0,261.0,87222.0,38018.0,3500.0,126.0,742.0,1649.0,ZCTA5 01033,01033
152,46.7,2190.0,218.0,81688.0,32033.0,1171.0,94.0,975.0,1494.0,ZCTA5 01034,01034
153,46.0,5324.0,353.0,65625.0,39502.0,3087.0,45.0,1033.0,1753.0,ZCTA5 01035,01035
154,49.1,5179.0,263.0,81018.0,39184.0,2739.0,212.0,763.0,1829.0,ZCTA5 01036,01036
155,52.4,731.0,67.0,89118.0,36083.0,301.0,50.0,,1506.0,ZCTA5 01037,01037
156,49.8,2794.0,169.0,66607.0,36026.0,1692.0,41.0,1009.0,1715.0,ZCTA5 01038,01038
157,53.8,1236.0,84.0,71167.0,42804.0,723.0,57.0,1078.0,1644.0,ZCTA5 01039,01039
158,35.4,40342.0,11323.0,36608.0,22343.0,16296.0,2483.0,700.0,1443.0,ZCTA5 01040,01040
159,43.0,2513.0,234.0,62446.0,26061.0,1292.0,52.0,775.0,1587.0,ZCTA5 01050,01050
160,51.3,1772.0,314.0,59948.0,28710.0,651.0,56.0,,1564.0,ZCTA5 01053,01053
161,49.8,1993.0,153.0,83333.0,43647.0,1074.0,46.0,1056.0,1952.0,ZCTA5 01054,01054
162,44.7,21348.0,998.0,63548.0,31586.0,10199.0,789.0,888.0,1691.0,ZCTA5 01056,01056
163,46.0,8712.0,761.0,68156.0,33106.0,4726.0,469.0,821.0,1582.0,ZCTA5 01057,01057
164,34.8,15229.0,2463.0,51651.0,33593.0,8736.0,630.0,1033.0,1683.0,ZCTA5 01060,01060
165,44.1,11029.0,1531.0,67939.0,39887.0,5528.0,628.0,877.0,1849.0,ZCTA5 01062,01062
166,20.3,572.0,0.0,,2815.0,364.0,25.0,,,ZCTA5 01063,01063
167,,10.0,0.0,,,0.0,0.0,,,ZCTA5 01066,01066
168,44.7,1803.0,103.0,80313.0,31977.0,966.0,72.0,1050.0,1737.0,ZCTA5 01068,01068
169,43.8,8976.0,542.0,54141.0,28141.0,4338.0,419.0,682.0,1536.0,ZCTA5 01069,01069
170,52.2,565.0,56.0,55938.0,29515.0,329.0,21.0,600.0,1549.0,ZCTA5 01070,01070
171,47.5,1318.0,33.0,73611.0,33799.0,736.0,56.0,1025.0,1605.0,ZCTA5 01071,01071
172,47.2,1465.0,144.0,69250.0,36110.0,830.0,53.0,1281.0,1662.0,ZCTA5 01072,01072
173,45.9,6022.0,326.0,79858.0,37005.0,3496.0,157.0,983.0,1750.0,ZCTA5 01073,01073
174,33.5,247.0,0.0,58713.0,20462.0,146.0,0.0,,,ZCTA5 01074,01074
175,40.9,17781.0,1528.0,60248.0,31124.0,9334.0,650.0,912.0,1607.0,ZCTA5 01075,01075
176,44.6,9640.0,515.0,80444.0,37134.0,4955.0,268.0,927.0,1892.0,ZCTA5 01077,01077
177,43.4,593.0,86.0,42845.0,26707.0,292.0,37.0,1314.0,,ZCTA5 01079,01079
178,38.4,2286.0,626.0,42946.0,21323.0,907.0,107.0,879.0,1391.0,ZCTA5 01080,01080
179,44.1,1720.0,102.0,50393.0,23822.0,785.0,68.0,829.0,1438.0,ZCTA5 01081,01081
180,43.1,10460.0,1521.0,49500.0,26833.0,5147.0,441.0,795.0,1550.0,ZCTA5 01082,01082
181,37.0,2960.0,259.0,41600.0,23095.0,1351.0,112.0,832.0,1550.0,ZCTA5 01083,01083
182,59.4,155.0,10.0,49444.0,40157.0,79.0,3.0,,1833.0,ZCTA5 01084,01084
183,38.3,41509.0,3653.0,61546.0,28878.0,21055.0,2051.0,866.0,1641.0,ZCTA5 01085,01085
184,19.4,685.0,0.0,,3254.0,162.0,0.0,,,ZCTA5 01086,01086
185,50.9,493.0,73.0,61750.0,35747.0,242.0,0.0,782.0,,ZCTA5 01088,01088
186,39.2,28600.0,3099.0,54585.0,27988.0,13886.0,1653.0,858.0,1564.0,ZCTA5 01089,01089
187,40.7,1291.0,294.0,56111.0,35526.0,613.0,51.0,,1427.0,ZCTA5 01092,01092
188,52.3,307.0,16.0,82125.0,45907.0,198.0,13.0,1125.0,1675.0,ZCTA5 01093,01093
189,53.8,336.0,17.0,17708.0,30757.0,113.0,11.0,484.0,1586.0,ZCTA5 01094,01094
190,48.0,14514.0,579.0,90307.0,39882.0,7466.0,383.0,832.0,2055.0,ZCTA5 01095,01095
191,44.7,2494.0,195.0,70980.0,33492.0,1363.0,75.0,1077.0,1488.0,ZCTA5 01096,01096
192,43.2,31.0,0.0,,13232.0,31.0,0.0,,,ZCTA5 01097,01097
193,52.0,1149.0,74.0,72917.0,35500.0,643.0,18.0,775.0,1578.0,ZCTA5 01098,01098
194,32.7,2564.0,1444.0,15558.0,18962.0,903.0,192.0,793.0,1309.0,ZCTA5 01103,01103
195,34.3,23485.0,6823.0,28858.0,18089.0,9353.0,1495.0,799.0,1352.0,ZCTA5 01104,01104
196,30.2,12027.0,6415.0,16845.0,12531.0,3279.0,827.0,710.0,1423.0,ZCTA5 01105,01105
197,46.5,16007.0,694.0,109804.0,53610.0,7843.0,441.0,1419.0,2273.0,ZCTA5 01106,01106
198,30.3,11224.0,4990.0,22288.0,12951.0,3357.0,971.0,652.0,1300.0,ZCTA5 01107,01107
199,31.5,27342.0,8335.0,35119.0,18700.0,10868.0,1532.0,890.0,1412.0,ZCTA5 01108,01108
200,26.0,30541.0,8820.0,33797.0,13988.0,10445.0,1672.0,871.0,1268.0,ZCTA5 01109,01109
201,38.7,14453.0,1778.0,59232.0,28082.0,7149.0,544.0,901.0,1390.0,ZCTA5 01118,01118
202,35.4,13269.0,2053.0,47702.0,22489.0,5648.0,809.0,965.0,1397.0,ZCTA5 01119,01119
203,47.8,2498.0,49.0,69145.0,35133.0,1427.0,122.0,,1544.0,ZCTA5 01128,01128
204,41.7,7377.0,950.0,60992.0,27592.0,3767.0,415.0,980.0,1419.0,ZCTA5 01129,01129
205,30.4,9037.0,2917.0,33419.0,16458.0,3777.0,611.0,867.0,1396.0,ZCTA5 01151,01151
206,,0.0,0.0,,,0.0,0.0,,,ZCTA5 01199,01199
207,43.3,45328.0,7442.0,44509.0,27192.0,21552.0,2585.0,787.0,1356.0,ZCTA5 01201,01201
208,45.0,8391.0,812.0,46210.0,27091.0,4270.0,355.0,650.0,1219.0,ZCTA5 01220,01220
209,48.0,812.0,35.0,78208.0,40190.0,536.0,12.0,791.0,1480.0,ZCTA5 01222,01222
210,52.9,2294.0,163.0,66012.0,42130.0,1270.0,121.0,1295.0,1340.0,ZCTA5 01223,01223
211,49.6,138.0,23.0,36384.0,24572.0,83.0,16.0,720.0,,ZCTA5 01224,01224
212,47.9,3124.0,170.0,55750.0,30020.0,1521.0,145.0,692.0,1309.0,ZCTA5 01225,01225
213,47.5,6892.0,985.0,47324.0,29846.0,3445.0,340.0,644.0,1531.0,ZCTA5 01226,01226
214,60.2,114.0,6.0,29886.0,24127.0,54.0,0.0,,,ZCTA5 01229,01229
215,48.9,8048.0,641.0,56933.0,36677.0,4146.0,317.0,930.0,1702.0,ZCTA5 01230,01230
216,46.9,2866.0,199.0,63182.0,31979.0,1557.0,133.0,663.0,1398.0,ZCTA5 01235,01235
217,42.6,1538.0,18.0,70135.0,26701.0,746.0,98.0,1658.0,1743.0,ZCTA5 01236,01236
218,39.8,2841.0,114.0,73659.0,30990.0,1471.0,196.0,1017.0,1428.0,ZCTA5 01237,01237
219,48.6,5950.0,621.0,59921.0,34883.0,3058.0,179.0,743.0,1612.0,ZCTA5 01238,01238
220,57.2,4603.0,598.0,49149.0,47343.0,1585.0,320.0,764.0,1877.0,ZCTA5 01240,01240
221,31.4,394.0,3.0,54120.0,22493.0,234.0,0.0,,1205.0,ZCTA5 01242,01242
222,56.6,374.0,19.0,73750.0,45124.0,249.0,3.0,675.0,1440.0,ZCTA5 01243,01243
223,57.0,115.0,20.0,,29806.0,73.0,0.0,,1639.0,ZCTA5 01244,01244
224,54.0,950.0,102.0,54297.0,36942.0,503.0,38.0,942.0,1835.0,ZCTA5 01245,01245
225,43.3,15737.0,2502.0,40465.0,23782.0,7202.0,749.0,667.0,1190.0,ZCTA5 01247,01247
226,50.3,708.0,36.0,68846.0,35261.0,348.0,8.0,758.0,1397.0,ZCTA5 01253,01253
227,58.5,954.0,59.0,86944.0,56895.0,473.0,25.0,1216.0,1741.0,ZCTA5 01254,01254
228,52.0,852.0,42.0,58906.0,33997.0,425.0,40.0,883.0,1431.0,ZCTA5 01255,01255
229,45.3,796.0,64.0,53036.0,26475.0,394.0,32.0,775.0,1356.0,ZCTA5 01256,01256
230,50.9,2203.0,339.0,47167.0,35459.0,1128.0,71.0,898.0,2049.0,ZCTA5 01257,01257
231,62.8,334.0,9.0,66198.0,45729.0,199.0,1.0,,1800.0,ZCTA5 01258,01258
232,54.2,563.0,34.0,63750.0,46758.0,330.0,25.0,1049.0,1846.0,ZCTA5 01259,01259
233,44.4,485.0,13.0,74844.0,26499.0,257.0,25.0,,1946.0,ZCTA5 01260,01260
234,53.3,1239.0,183.0,41400.0,37678.0,691.0,23.0,966.0,1702.0,ZCTA5 01262,01262
235,65.9,153.0,25.0,76250.0,51875.0,64.0,10.0,1250.0,,ZCTA5 01264,01264
236,54.9,1430.0,82.0,79188.0,48061.0,779.0,20.0,1511.0,1689.0,ZCTA5 01266,01266
237,30.7,7884.0,548.0,73112.0,30901.0,3464.0,186.0,1008.0,1779.0,ZCTA5 01267,01267
238,49.2,789.0,43.0,71250.0,36857.0,392.0,29.0,,1609.0,ZCTA5 01270,01270
239,43.9,17766.0,2415.0,49778.0,28199.0,9059.0,626.0,830.0,1448.0,ZCTA5 01301,01301
240,48.8,1432.0,103.0,75417.0,38595.0,906.0,28.0,735.0,1574.0,ZCTA5 01330,01330
241,43.7,13290.0,1991.0,51849.0,24925.0,5974.0,820.0,718.0,1358.0,ZCTA5 01331,01331
242,49.7,2593.0,165.0,62965.0,31639.0,1426.0,89.0,1089.0,1618.0,ZCTA5 01337,01337
243,53.6,196.0,5.0,71375.0,34221.0,127.0,21.0,,1625.0,ZCTA5 01338,01338
244,49.8,1378.0,149.0,54938.0,31950.0,652.0,78.0,808.0,1456.0,ZCTA5 01339,01339
245,48.4,1686.0,150.0,50250.0,28376.0,947.0,93.0,1012.0,1218.0,ZCTA5 01340,01340
246,49.4,1711.0,63.0,77778.0,41612.0,983.0,37.0,1164.0,2003.0,ZCTA5 01341,01341
247,43.4,1616.0,123.0,101598.0,45956.0,881.0,0.0,1102.0,1526.0,ZCTA5 01342,01342
248,59.5,46.0,0.0,82344.0,51739.0,25.0,0.0,,,ZCTA5 01343,01343
249,40.5,1559.0,152.0,58125.0,25826.0,795.0,86.0,832.0,1339.0,ZCTA5 01344,01344
