,Median Age,Total Population,Poverty Count,Median Household Income,Per Capita Income,employment_employed,employment_unemployed,median_gross_rent,median_monthly_owner_costs,Name,Zipcode
30,36.9,39513.0,20809.0,15277.0,7833.0,9472.0,2781.0,402.0,766.0,ZCTA5 00676,00676
31,41.7,15012.0,7557.0,16737.0,9339.0,4282.0,1290.0,440.0,821.0,ZCTA5 00677,00677
32,38.4,27045.0,15616.0,14824.0,7472.0,6192.0,1307.0,393.0,759.0,ZCTA5 00678,00678
33,38.9,54824.0,26982.0,15173.0,9243.0,14223.0,3750.0,398.0,717.0,ZCTA5 00680,00680
34,35.9,31908.0,16249.0,15868.0,11364.0,7808.0,2114.0,355.0,884.0,ZCTA5 00682,00682
35,41.3,33050.0,15631.0,15030.0,9215.0,8676.0,725.0,373.0,762.0,ZCTA5 00683,00683
36,40.5,41403.0,23407.0,14686.0,7390.0,8671.0,3631.0,359.0,697.0,ZCTA5 00685,00685
37,34.3,32484.0,17926.0,16086.0,7722.0,8059.0,2456.0,455.0,734.0,ZCTA5 00687,00687
38,40.0,13251.0,7051.0,14135.0,7376.0,2941.0,358.0,510.0,703.0,ZCTA5 00688,00688
39,35.0,5906.0,2465.0,19688.0,10396.0,1639.0,488.0,486.0,733.0,ZCTA5 00690,00690
40,35.6,37329.0,18621.0,18003.0,10111.0,9517.0,2375.0,510.0,894.0,ZCTA5 00692,00692
41,38.0,59513.0,29692.0,16709.0,9188.0,14245.0,1966.0,542.0,870.0,ZCTA5 00693,00693
42,64.8,134.0,109.0,11250.0,8541.0,13.0,0.0,,,ZCTA5 00694,00694
43,39.9,40276.0,20686.0,15414.0,7873.0,9260.0,3584.0,406.0,759.0,ZCTA5 00698,00698
44,36.0,28739.0,15730.0,14968.0,8126.0,6733.0,1831.0,442.0,809.0,ZCTA5 00703,00703
45,34.2,8100.0,4498.0,12341.0,7142.0,2150.0,497.0,370.0,629.0,ZCTA5 00704,00704
46,38.3,25090.0,12406.0,16744.0,8668.0,5998.0,636.0,395.0,784.0,ZCTA5 00705,00705
47,40.3,11904.0,6682.0,17866.0,8436.0,2556.0,1122.0,337.0,727.0,ZCTA5 00707,00707
48,36.2,19229.0,9925.0,15901.0,8006.0,4449.0,1568.0,448.0,635.0,ZCTA5 00714,00714
49,41.5,3714.0,2425.0,13534.0,10362.0,903.0,246.0,308.0,847.0,ZCTA5 00715,00715
50,38.8,31362.0,15061.0,18609.0,12879.0,8716.0,2302.0,352.0,831.0,ZCTA5 00716,00716
51,33.2,18176.0,10955.0,11692.0,8941.0,4597.0,1584.0,379.0,859.0,ZCTA5 00717,00717
52,35.1,26786.0,14331.0,18247.0,9757.0,7370.0,1095.0,418.0,730.0,ZCTA5 00718,00718
53,36.4,30772.0,15235.0,17592.0,9386.0,7657.0,1393.0,457.0,742.0,ZCTA5 00719,00719
54,36.0,22862.0,13411.0,14578.0,6970.0,4867.0,1850.0,348.0,686.0,ZCTA5 00720,00720
55,40.5,18766.0,10592.0,14343.0,7745.0,4075.0,1768.0,357.0,663.0,ZCTA5 00723,00723
56,38.1,88152.0,37001.0,20704.0,11448.0,28350.0,6537.0,464.0,956.0,ZCTA5 00725,00725
57,38.3,57036.0,17390.0,29304.0,15475.0,21596.0,3098.0,657.0,1049.0,ZCTA5 00727,00727
58,35.9,42333.0,20622.0,17689.0,9185.0,11522.0,3307.0,472.0,773.0,ZCTA5 00728,00728
59,35.9,54198.0,23004.0,21243.0,10328.0,17345.0,4620.0,483.0,886.0,ZCTA5 00729,00729
60,38.7,36201.0,19153.0,15459.0,10514.0,8990.0,2988.0,420.0,827.0,ZCTA5 00730,00730
61,41.3,14320.0,7769.0,15894.0,8360.0,3825.0,1043.0,366.0,742.0,ZCTA5 00731,00731
62,39.3,13203.0,5728.0,20450.0,10627.0,3803.0,507.0,478.0,735.0,ZCTA5 00735,00735
63,38.6,51116.0,21583.0,21023.0,11989.0,16891.0,3205.0,458.0,880.0,ZCTA5 00736,00736
64,38.7,33835.0,14647.0,20917.0,10753.0,10376.0,3495.0,479.0,777.0,ZCTA5 00738,00738
65,37.2,38424.0,14366.0,23629.0,11931.0,14020.0,1973.0,499.0,940.0,ZCTA5 00739,00739
66,29.8,1704.0,996.0,13077.0,7366.0,439.0,218.0,174.0,683.0,ZCTA5 00740,00740
67,40.5,5365.0,2406.0,19237.0,8572.0,1314.0,451.0,597.0,678.0,ZCTA5 00741,00741
68,38.1,54253.0,21407.0,22694.0,10489.0,17281.0,5474.0,531.0,881.0,ZCTA5 00745,00745
69,36.7,23020.0,13548.0,14236.0,8182.0,6044.0,1074.0,393.0,766.0,ZCTA5 00751,00751
70,38.1,40022.0,19459.0,17192.0,9975.0,11470.0,2255.0,482.0,833.0,ZCTA5 00754,00754
71,35.0,23114.0,11750.0,16344.0,8863.0,6764.0,948.0,415.0,789.0,ZCTA5 00757,00757
72,42.0,9139.0,3760.0,18297.0,8641.0,2835.0,461.0,576.0,692.0,ZCTA5 00765,00765
73,35.1,25549.0,13729.0,17210.0,8223.0,7090.0,2570.0,296.0,740.0,ZCTA5 00766,00766
74,38.6,36962.0,19030.0,16664.0,7866.0,8149.0,2779.0,410.0,692.0,ZCTA5 00767,00767
75,36.6,39871.0,19698.0,18053.0,9384.0,11246.0,1743.0,420.0,709.0,ZCTA5 00769,00769
76,36.5,38435.0,18258.0,19869.0,9804.0,10162.0,2782.0,468.0,852.0,ZCTA5 00771,00771
77,36.0,21682.0,11832.0,16118.0,7477.0,6114.0,2561.0,447.0,688.0,ZCTA5 00772,00772
78,39.3,19731.0,8793.0,18256.0,10495.0,5927.0,2176.0,494.0,798.0,ZCTA5 00773,00773
79,37.0,1585.0,696.0,18167.0,9041.0,696.0,22.0,520.0,1108.0,ZCTA5 00775,00775
80,35.4,40863.0,18671.0,19398.0,9582.0,11745.0,3094.0,449.0,823.0,ZCTA5 00777,00777
81,36.2,46569.0,16168.0,27872.0,14491.0,16695.0,2631.0,563.0,1128.0,ZCTA5 00778,00778
82,37.8,13678.0,5124.0,22197.0,14001.0,4509.0,1046.0,552.0,1055.0,ZCTA5 00780,00780
83,36.3,18595.0,10495.0,13472.0,7308.0,4408.0,739.0,355.0,756.0,ZCTA5 00782,00782
84,35.8,35856.0,18840.0,16860.0,7812.0,8556.0,1673.0,414.0,761.0,ZCTA5 00783,00783
85,35.9,43251.0,20617.0,17048.0,9336.0,10250.0,2575.0,438.0,750.0,ZCTA5 00784,00784
86,57.2,327.0,12.0,21167.0,12746.0,84.0,0.0,,,ZCTA5 00786,00786
87,39.2,51757.0,22090.0,20357.0,11062.0,14673.0,2376.0,473.0,879.0,ZCTA5 00791,00791
88,33.7,30462.0,17977.0,14998.0,7564.0,6789.0,582.0,385.0,721.0,ZCTA5 00794,00794
89,36.4,47106.0,23636.0,18890.0,9163.0,13967.0,2773.0,442.0,768.0,ZCTA5 00795,00795
90,41.5,6428.0,2567.0,17256.0,26626.0,2246.0,386.0,501.0,2548.0,ZCTA5 00901,00901
91,27.7,43.0,0.0,33056.0,23858.0,28.0,0.0,,,ZCTA5 00906,00906
92,47.5,17910.0,5132.0,30994.0,33071.0,7908.0,897.0,732.0,1488.0,ZCTA5 00907,00907
93,38.2,6071.0,3169.0,16309.0,12172.0,2285.0,608.0,462.0,1152.0,ZCTA5 00909,00909
94,48.1,7425.0,2319.0,28132.0,25950.0,3115.0,398.0,601.0,1707.0,ZCTA5 00911,00911
95,38.2,6414.0,2641.0,19781.0,13587.0,2690.0,716.0,581.0,956.0,ZCTA5 00912,00912
96,28.2,8179.0,5947.0,6809.0,9320.0,1681.0,814.0,145.0,2221.0,ZCTA5 00913,00913
97,38.0,30642.0,18317.0,13773.0,7750.0,9701.0,3613.0,392.0,835.0,ZCTA5 00915,00915
98,43.9,19723.0,10037.0,15458.0,12331.0,6713.0,1573.0,459.0,940.0,ZCTA5 00917,00917
99,39.9,16553.0,6697.0,24712.0,21828.0,6518.0,918.0,297.0,1309.0,ZCTA5 00918,00918
100,44.0,18729.0,5918.0,26157.0,15194.0,7333.0,1217.0,663.0,1068.0,ZCTA5 00920,00920
101,36.6,38499.0,17520.0,19263.0,11646.0,12869.0,2569.0,547.0,1066.0,ZCTA5 00921,00921
102,37.0,27853.0,14823.0,15633.0,10003.0,8958.0,2508.0,436.0,948.0,ZCTA5 00923,00923
103,35.8,56236.0,26262.0,19142.0,11345.0,17968.0,4447.0,395.0,951.0,ZCTA5 00924,00924
104,32.8,7120.0,3879.0,11794.0,9538.0,2917.0,715.0,460.0,969.0,ZCTA5 00925,00925
105,40.6,105093.0,28763.0,35140.0,21355.0,42063.0,4522.0,664.0,1329.0,ZCTA5 00926,00926
106,46.8,14764.0,3509.0,33758.0,27680.0,5780.0,549.0,540.0,1608.0,ZCTA5 00927,00927
107,38.6,188.0,0.0,83264.0,37230.0,47.0,0.0,965.0,,ZCTA5 00934,00934
108,57.5,877.0,0.0,,12222.0,0.0,0.0,,,ZCTA5 00936,00936
109,37.0,80406.0,29521.0,24961.0,12385.0,29330.0,6145.0,545.0,969.0,ZCTA5 00949,00949
110,,0.0,0.0,,,0.0,0.0,,,ZCTA5 00950,00950
111,,15.0,15.0,,,8.0,0.0,,,ZCTA5 00951,00951
112,40.8,9338.0,3801.0,18499.0,9316.0,3211.0,793.0,525.0,869.0,ZCTA5 00952,00952
113,35.4,73537.0,23962.0,29406.0,13366.0,26211.0,4859.0,575.0,1142.0,ZCTA5 00953,00953
114,38.4,75830.0,28585.0,23125.0,11158.0,26251.0,6422.0,590.0,904.0,ZCTA5 00956,00956
115,38.0,44639.0,17005.0,23643.0,11789.0,14131.0,3036.0,532.0,964.0,ZCTA5 00957,00957
116,39.5,48699.0,15180.0,26754.0,14726.0,18699.0,2973.0,529.0,1059.0,ZCTA5 00959,00959
117,33.3,2037.0,13.0,,6792.0,0.0,0.0,,,ZCTA5 00960,00960
118,41.5,31774.0,8997.0,29169.0,15968.0,10983.0,1726.0,490.0,1068.0,ZCTA5 00961,00961
119,34.8,21204.0,11779.0,16289.0,8495.0,5682.0,2813.0,264.0,852.0,ZCTA5 00962,00962
120,36.5,8978.0,4786.0,16135.0,7853.0,2794.0,1064.0,437.0,783.0,ZCTA5 00965,00965
121,41.9,15785.0,2916.0,53052.0,34661.0,6887.0,724.0,709.0,1743.0,ZCTA5 00966,00966
122,57.5,3594.0,328.0,42036.0,37878.0,1593.0,126.0,939.0,1480.0,ZCTA5 00968,00968
123,40.2,42316.0,7339.0,51285.0,27194.0,18196.0,1683.0,755.0,1675.0,ZCTA5 00969,00969
124,40.9,30349.0,11626.0,23338.0,13614.0,11526.0,2807.0,532.0,1147.0,ZCTA5 00971,00971
125,37.2,61862.0,19356.0,29736.0,15509.0,23321.0,2218.0,533.0,1153.0,ZCTA5 00976,00976
126,46.9,16157.0,3297.0,38187.0,26440.0,7510.0,623.0,787.0,1286.0,ZCTA5 00979,00979
127,42.2,15132.0,4874.0,26370.0,13530.0,5548.0,944.0,647.0,990.0,ZCTA5 00982,00982
128,38.3,40273.0,12150.0,27834.0,14276.0,14815.0,2595.0,600.0,1041.0,ZCTA5 00983,00983
129,40.4,35236.0,11377.0,24514.0,12777.0,12266.0,2660.0,534.0,956.0,ZCTA5 00985,00985
130,36.3,60544.0,17388.0,31599.0,14202.0,23374.0,3819.0,657.0,1096.0,ZCTA5 00987,00987
131,44.3,17141.0,1390.0,60775.0,29444.0,8769.0,750.0,895.0,1586.0,ZCTA5 01001,01001
132,23.0,29844.0,7775.0,55082.0,26668.0,14903.0,1233.0,1117.0,2094.0,ZCTA5 01002,01002
133,20.0,11062.0,1.0,,3925.0,4007.0,888.0,,,ZCTA5 01003,01003
134,42.7,5113.0,224.0,68361.0,29004.0,2530.0,280.0,906.0,1642.0,ZCTA5 01005,01005
135,41.8,14774.0,1137.0,74221.0,33213.0,7768.0,543.0,876.0,1795.0,ZCTA5 01007,01007
136,47.8,1212.0,66.0,71979.0,32402.0,697.0,51.0,821.0,1665.0,ZCTA5 01008,01008
137,46.4,546.0,95.0,40929.0,26221.0,248.0,94.0,939.0,1875.0,ZCTA5 01009,01009
138,46.0,3667.0,110.0,82365.0,38147.0,2148.0,147.0,683.0,1693.0,ZCTA5 01010,01010
139,41.8,1478.0,131.0,65324.0,27737.0,774.0,63.0,883.0,1375.0,ZCTA5 01011,01011
140,51.2,499.0,49.0,56146.0,32802.0,264.0,26.0,870.0,1500.0,ZCTA5 01012,01012
141,35.8,22299.0,3373.0,41342.0,21371.0,9941.0,1299.0,837.0,1403.0,ZCTA5 01013,01013
142,43.0,30593.0,3175.0,52236.0,27569.0,14617.0,1455.0,779.0,1414.0,ZCTA5 01020,01020
143,41.2,2711.0,530.0,60353.0,31004.0,1272.0,159.0,1713.0,1112.0,ZCTA5 01022,01022
144,49.2,1009.0,58.0,51213.0,31472.0,482.0,31.0,825.0,1495.0,ZCTA5 01026,01026
145,45.1,17652.0,1420.0,58551.0,32038.0,10111.0,668.0,853.0,1677.0,ZCTA5 01027,01027
146,45.6,15917.0,790.0,84173.0,38050.0,8198.0,577.0,695.0,1855.0,ZCTA5 01028,01028
147,48.4,701.0,120.0,52566.0,27894.0,288.0,52.0,558.0,1169.0,ZCTA5 01029,01029
148,44.2,11485.0,1215.0,68326.0,32030.0,5990.0,362.0,839.0,1689.0,ZCTA5 01030,01030
149,37.9,1389.0,309.0,43583.0,23433.0,573.0,120.0,758.0,1473.0,ZCTA5 01031,01031
150,47.9,585.0,21.0,65000.0,32552.0,337.0,30.0,1301.0,1762.0,ZCTA5 01032,01032
151,44.1,6214.0,348.0,79647.0,32916.0,3421.0,108.0,749.0,1625.0,ZCTA5 01033,01033
152,47.1,2061.0,152.0,77448.0,31986.0,1110.0,94.0,970.0,1605.0,ZCTA5 01034,01034
153,45.6,5285.0,381.0,74737.0,39118.0,2934.0,106.0,988.0,1724.0,ZCTA5 01035,01035
154,48.9,5141.0,216.0,79639.0,35739.0,2756.0,185.0,773.0,1804.0,ZCTA5 01036,01036
155,53.2,721.0,62.0,91471.0,39342.0,326.0,45.0,,1461.0,ZCTA5 01037,01037
156,49.0,2837.0,244.0,65536.0,35915.0,1653.0,51.0,998.0,1815.0,ZCTA5 01038,01038
157,51.5,1354.0,134.0,68500.0,37298.0,748.0,64.0,900.0,1559.0,ZCTA5 01039,01039
158,35.6,40079.0,11755.0,35550.0,21671.0,15819.0,2662.0,697.0,1472.0,ZCTA5 01040,01040
159,42.5,2512.0,220.0,52813.0,24837.0,1224.0,49.0,683.0,1633.0,ZCTA5 01050,01050
160,49.9,1847.0,306.0,59850.0,24213.0,637.0,107.0,969.0,1598.0,ZCTA5 01053,01053
161,50.8,1836.0,175.0,78125.0,43596.0,1020.0,37.0,961.0,1908.0,ZCTA5 01054,01054
162,44.8,21288.0,1209.0,61410.0,30684.0,10075.0,774.0,870.0,1649.0,ZCTA5 01056,01056
163,46.8,8645.0,719.0,66343.0,32876.0,4551.0,564.0,852.0,1586.0,ZCTA5 01057,01057
164,34.4,15348.0,2186.0,53427.0,34361.0,8917.0,642.0,1009.0,1688.0,ZCTA5 01060,01060
165,44.6,10830.0,1180.0,64727.0,40954.0,5522.0,532.0,894.0,1840.0,ZCTA5 01062,01062
166,20.5,612.0,0.0,,2369.0,295.0,22.0,,,ZCTA5 01063,01063
167,,10.0,0.0,,,0.0,0.0,,,ZCTA5 01066,01066
168,44.4,1791.0,92.0,80577.0,31607.0,918.0,91.0,1039.0,1757.0,ZCTA5 01068,01068
169,41.9,8982.0,615.0,54412.0,27546.0,4364.0,466.0,673.0,1598.0,ZCTA5 01069,01069
170,50.9,580.0,56.0,57031.0,28288.0,303.0,24.0,606.0,1389.0,ZCTA5 01070,01070
171,46.9,1361.0,30.0,74688.0,33864.0,785.0,48.0,965.0,1572.0,ZCTA5 01071,01071
172,44.9,1482.0,127.0,68203.0,35639.0,861.0,52.0,1238.0,1684.0,ZCTA5 01072,01072
173,44.3,5958.0,290.0,68693.0,33589.0,3419.0,127.0,989.0,1808.0,ZCTA5 01073,01073
174,33.8,301.0,0.0,58140.0,20456.0,168.0,0.0,,,ZCTA5 01074,01074
175,41.0,17832.0,1430.0,62408.0,31200.0,9398.0,715.0,910.0,1641.0,ZCTA5 01075,01075
176,43.9,9599.0,279.0,81967.0,37591.0,5291.0,307.0,896.0,1868.0,ZCTA5 01077,01077
177,43.5,542.0,82.0,43654.0,29340.0,282.0,28.0,1071.0,1227.0,ZCTA5 01079,01079
178,39.5,2176.0,434.0,42794.0,21878.0,925.0,106.0,854.0,1417.0,ZCTA5 01080,01080
179,44.7,1807.0,77.0,52768.0,28055.0,846.0,70.0,873.0,1498.0,ZCTA5 01081,01081
180,43.0,10394.0,1508.0,52709.0,27946.0,5168.0,546.0,786.0,1610.0,ZCTA5 01082,01082
181,37.9,3108.0,313.0,37126.0,22264.0,1257.0,124.0,823.0,1573.0,ZCTA5 01083,01083
182,59.1,211.0,12.0,49886.0,37084.0,111.0,10.0,,1875.0,ZCTA5 01084,01084
183,38.4,41121.0,4176.0,61211.0,28480.0,20162.0,2127.0,848.0,1695.0,ZCTA5 01085,01085
184,19.2,1038.0,0.0,,2736.0,82.0,0.0,,,ZCTA5 01086,01086
185,59.9,446.0,123.0,41875.0,32337.0,161.0,0.0,777.0,1599.0,ZCTA5 01088,01088
186,39.6,28554.0,3116.0,52806.0,27356.0,13755.0,1617.0,836.0,1602.0,ZCTA5 01089,01089
187,30.9,1078.0,322.0,48679.0,29368.0,490.0,36.0,538.0,1487.0,ZCTA5 01092,01092
188,53.3,282.0,7.0,82222.0,45750.0,197.0,11.0,1125.0,1664.0,ZCTA5 01093,01093
189,54.0,310.0,0.0,19028.0,29814.0,92.0,11.0,478.0,1563.0,ZCTA5 01094,01094
190,48.1,14436.0,681.0,86908.0,39366.0,7399.0,467.0,728.0,2040.0,ZCTA5 01095,01095
191,44.3,2522.0,168.0,70438.0,35468.0,1401.0,80.0,888.0,1474.0,ZCTA5 01096,01096
192,43.5,36.0,2.0,40556.0,13453.0,27.0,0.0,,,ZCTA5 01097,01097
193,53.4,1095.0,52.0,71500.0,36270.0,597.0,30.0,616.0,1507.0,ZCTA5 01098,01098
194,33.5,2472.0,1342.0,13666.0,19298.0,827.0,201.0,776.0,1360.0,ZCTA5 01103,01103
195,36.1,22285.0,6325.0,29184.0,18029.0,8805.0,1652.0,789.0,1307.0,ZCTA5 01104,01104
196,29.1,12054.0,6287.0,17657.0,12728.0,3158.0,928.0,681.0,1466.0,ZCTA5 01105,01105
197,46.4,16077.0,831.0,106296.0,53559.0,7629.0,412.0,1394.0,2368.0,ZCTA5 01106,01106
198,29.5,11706.0,5498.0,22287.0,12492.0,3226.0,1038.0,633.0,1362.0,ZCTA5 01107,01107
199,31.6,26670.0,7611.0,35238.0,19078.0,10211.0,2031.0,898.0,1413.0,ZCTA5 01108,01108
200,25.4,30987.0,9494.0,32644.0,13487.0,9959.0,2082.0,827.0,1293.0,ZCTA5 01109,01109
201,39.0,14192.0,1489.0,65231.0,28920.0,7144.0,647.0,867.0,1432.0,ZCTA5 01118,01118
202,35.2,13942.0,2166.0,47417.0,22387.0,5869.0,829.0,1003.0,1404.0,ZCTA5 01119,01119
203,47.7,2568.0,25.0,74963.0,30796.0,1427.0,144.0,,1558.0,ZCTA5 01128,01128
204,40.2,7160.0,1041.0,62280.0,27368.0,3578.0,450.0,895.0,1443.0,ZCTA5 01129,01129
205,28.2,9581.0,3226.0,34280.0,16299.0,3689.0,561.0,903.0,1452.0,ZCTA5 01151,01151
206,,0.0,0.0,,,0.0,0.0,,,ZCTA5 01199,01199
207,43.5,45557.0,7139.0,44120.0,27372.0,21718.0,2594.0,764.0,1365.0,ZCTA5 01201,01201
208,43.9,8536.0,956.0,41950.0,25159.0,4101.0,514.0,669.0,1198.0,ZCTA5 01220,01220
209,41.8,811.0,8.0,78080.0,39513.0,552.0,14.0,774.0,1654.0,ZCTA5 01222,01222
210,52.5,2336.0,132.0,65033.0,40124.0,1296.0,127.0,1273.0,1368.0,ZCTA5 01223,01223
211,46.9,242.0,5.0,37112.0,22881.0,141.0,36.0,711.0,1670.0,ZCTA5 01224,01224
212,46.5,3057.0,245.0,58007.0,29865.0,1448.0,119.0,733.0,1369.0,ZCTA5 01225,01225
213,47.0,6944.0,1132.0,48320.0,29021.0,3390.0,363.0,817.0,1528.0,ZCTA5 01226,01226
214,39.7,131.0,6.0,34250.0,23767.0,60.0,0.0,,2038.0,ZCTA5 01229,01229
215,46.9,8148.0,621.0,53180.0,33871.0,4232.0,262.0,935.0,1733.0,ZCTA5 01230,01230
216,46.5,2904.0,145.0,64507.0,30120.0,1531.0,136.0,827.0,1446.0,ZCTA5 01235,01235
217,43.7,1574.0,60.0,62917.0,30360.0,770.0,104.0,1578.0,1530.0,ZCTA5 01236,01236
218,38.0,2735.0,40.0,76346.0,35539.0,1458.0,146.0,980.0,1526.0,ZCTA5 01237,01237
219,45.9,6245.0,569.0,61492.0,34597.0,3282.0,249.0,763.0,1601.0,ZCTA5 01238,01238
220,56.4,4823.0,629.0,51396.0,42755.0,1673.0,360.0,748.0,2011.0,ZCTA5 01240,01240
221,56.5,192.0,2.0,55333.0,33421.0,122.0,0.0,,1199.0,ZCTA5 01242,01242
222,56.5,383.0,16.0,73750.0,45785.0,250.0,9.0,671.0,1431.0,ZCTA5 01243,01243
223,60.0,149.0,20.0,27639.0,23814.0,87.0,0.0,,2200.0,ZCTA5 01244,01244
224,54.4,807.0,103.0,53833.0,37713.0,409.0,37.0,894.0,2078.0,ZCTA5 01245,01245
225,43.1,15859.0,2526.0,39636.0,23642.0,6965.0,876.0,674.0,1263.0,ZCTA5 01247,01247
226,49.1,683.0,42.0,66250.0,33233.0,326.0,18.0,783.0,1400.0,ZCTA5 01253,01253
227,56.9,1043.0,55.0,83750.0,52235.0,483.0,23.0,1102.0,1723.0,ZCTA5 01254,01254
228,48.1,896.0,41.0,56250.0,31261.0,441.0,37.0,883.0,1385.0,ZCTA5 01255,01255
229,46.4,703.0,33.0,57222.0,28282.0,366.0,26.0,800.0,1330.0,ZCTA5 01256,01256
230,52.4,2140.0,321.0,46917.0,34878.0,1108.0,69.0,1026.0,2009.0,ZCTA5 01257,01257
231,62.5,334.0,14.0,64250.0,44141.0,209.0,2.0,,1500.0,ZCTA5 01258,01258
232,54.1,540.0,20.0,61500.0,38970.0,287.0,26.0,1051.0,1706.0,ZCTA5 01259,01259
233,46.8,246.0,13.0,47250.0,21226.0,87.0,26.0,,1813.0,ZCTA5 01260,01260
234,52.1,1337.0,216.0,47250.0,39836.0,613.0,44.0,947.0,1810.0,ZCTA5 01262,01262
235,66.4,156.0,29.0,90625.0,47272.0,64.0,11.0,1268.0,1625.0,ZCTA5 01264,01264
236,51.9,1491.0,92.0,78333.0,44368.0,798.0,21.0,1344.0,1643.0,ZCTA5 01266,01266
237,35.1,7906.0,359.0,74167.0,34448.0,3457.0,173.0,855.0,1713.0,ZCTA5 01267,01267
238,49.1,766.0,53.0,69444.0,34329.0,378.0,11.0,,1580.0,ZCTA5 01270,01270
239,42.9,17731.0,2531.0,48612.0,27245.0,9085.0,710.0,806.0,1457.0,ZCTA5 01301,01301
240,47.1,1596.0,102.0,77411.0,36165.0,978.0,50.0,850.0,1579.0,ZCTA5 01330,01330
241,42.9,13264.0,2066.0,51002.0,24592.0,5859.0,920.0,708.0,1416.0,ZCTA5 01331,01331
242,50.3,2576.0,145.0,62037.0,30943.0,1439.0,87.0,975.0,1612.0,ZCTA5 01337,01337
243,51.2,209.0,5.0,71691.0,35094.0,148.0,15.0,,1602.0,ZCTA5 01338,01338
244,49.8,1514.0,204.0,51908.0,30730.0,735.0,88.0,795.0,1522.0,ZCTA5 01339,01339
245,46.3,1686.0,185.0,46210.0,27583.0,901.0,109.0,940.0,1203.0,ZCTA5 01340,01340
246,51.0,1583.0,78.0,79286.0,41313.0,956.0,60.0,1000.0,2068.0,ZCTA5 01341,01341
247,41.9,1577.0,29.0,101863.0,49298.0,963.0,0.0,837.0,1608.0,ZCTA5 01342,01342
248,58.5,72.0,0.0,81667.0,41783.0,38.0,0.0,,,ZCTA5 01343,01343
