,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Median Home Rent,Median Monthly Owner Costs,Name,Zipcode
0,36.6,18450.0,10816.0,12041.0,7380.0,381.0,700.0,ZCTA5 00601,00601
1,38.6,41302.0,22409.0,15663.0,8463.0,406.0,850.0,ZCTA5 00602,00602
2,38.9,53683.0,26220.0,15485.0,9176.0,347.0,825.0,ZCTA5 00603,00603
3,37.3,6591.0,3721.0,15019.0,6383.0,313.0,565.0,ZCTA5 00606,00606
4,39.2,28963.0,14569.0,16707.0,7892.0,435.0,736.0,ZCTA5 00610,00610
5,38.5,68055.0,30695.0,17848.0,10188.0,409.0,768.0,ZCTA5 00612,00612
6,40.9,10183.0,4808.0,15342.0,8767.0,460.0,743.0,ZCTA5 00616,00616
7,36.2,24879.0,13362.0,14982.0,7939.0,444.0,757.0,ZCTA5 00617,00617
8,42.0,6165.0,3700.0,14281.0,8751.0,534.0,812.0,ZCTA5 00622,00622
9,39.7,44704.0,21322.0,17389.0,9326.0,400.0,789.0,ZCTA5 00623,00623
10,34.2,25340.0,15095.0,14768.0,6761.0,379.0,719.0,ZCTA5 00624,00624
11,37.9,34806.0,15541.0,19527.0,9112.0,416.0,773.0,ZCTA5 00627,00627
12,43.9,1747.0,906.0,11596.0,6561.0,253.0,903.0,ZCTA5 00631,00631
13,38.8,24996.0,12384.0,16430.0,8045.0,384.0,764.0,ZCTA5 00637,00637
14,37.2,18742.0,11271.0,13860.0,6526.0,360.0,771.0,ZCTA5 00638,00638
15,38.7,30401.0,16917.0,14924.0,7479.0,390.0,664.0,ZCTA5 00641,00641
16,37.5,38303.0,13665.0,28306.0,14374.0,669.0,1199.0,ZCTA5 00646,00646
17,41.3,5640.0,3050.0,13925.0,7384.0,472.0,893.0,ZCTA5 00647,00647
18,36.2,14969.0,8176.0,16133.0,7038.0,420.0,664.0,ZCTA5 00650,00650
19,40.1,3461.0,1742.0,12809.0,9406.0,394.0,864.0,ZCTA5 00652,00652
20,36.6,13461.0,8990.0,12595.0,6465.0,333.0,593.0,ZCTA5 00653,00653
21,36.5,21172.0,11207.0,15054.0,7534.0,333.0,718.0,ZCTA5 00656,00656
22,37.9,41932.0,19332.0,19199.0,9428.0,437.0,796.0,ZCTA5 00659,00659
23,42.4,17151.0,5564.0,21107.0,10609.0,418.0,736.0,ZCTA5 00660,00660
24,38.4,43535.0,23794.0,15600.0,8124.0,455.0,754.0,ZCTA5 00662,00662
25,33.9,16508.0,8562.0,19342.0,7841.0,398.0,616.0,ZCTA5 00664,00664
26,39.6,25797.0,15533.0,14081.0,6763.0,433.0,729.0,ZCTA5 00667,00667
27,37.7,28984.0,18000.0,11790.0,6600.0,402.0,667.0,ZCTA5 00669,00669
28,37.7,9689.0,5527.0,15817.0,7016.0,284.0,824.0,ZCTA5 00670,00670
29,37.9,43848.0,20376.0,18048.0,9838.0,454.0,833.0,ZCTA5 00674,00674
30,35.8,39916.0,20916.0,14697.0,7700.0,409.0,765.0,ZCTA5 00676,00676
31,41.3,15108.0,8064.0,15875.0,8986.0,421.0,823.0,ZCTA5 00677,00677
32,37.5,27229.0,15659.0,14877.0,7274.0,354.0,738.0,ZCTA5 00678,00678
33,38.6,56003.0,27935.0,15115.0,8745.0,398.0,721.0,ZCTA5 00680,00680
34,35.0,32509.0,17053.0,15067.0,10869.0,361.0,899.0,ZCTA5 00682,00682
35,40.6,33442.0,15191.0,15587.0,9178.0,351.0,754.0,ZCTA5 00683,00683
36,39.7,41947.0,23075.0,14623.0,7192.0,353.0,699.0,ZCTA5 00685,00685
37,33.8,32609.0,18201.0,14797.0,7060.0,432.0,698.0,ZCTA5 00687,00687
38,40.1,13340.0,7206.0,14148.0,6757.0,528.0,685.0,ZCTA5 00688,00688
39,33.8,6299.0,2821.0,19474.0,9251.0,488.0,719.0,ZCTA5 00690,00690
40,35.0,37618.0,18509.0,18500.0,9273.0,516.0,875.0,ZCTA5 00692,00692
41,37.4,60211.0,30388.0,16406.0,9051.0,545.0,857.0,ZCTA5 00693,00693
42,70.5,157.0,132.0,10750.0,7616.0,,,ZCTA5 00694,00694
43,39.2,41179.0,22115.0,15099.0,7491.0,377.0,749.0,ZCTA5 00698,00698
44,35.5,29153.0,15885.0,14673.0,7734.0,448.0,790.0,ZCTA5 00703,00703
45,34.2,7867.0,4271.0,12612.0,7229.0,431.0,627.0,ZCTA5 00704,00704
46,37.5,25373.0,12258.0,15892.0,8868.0,375.0,761.0,ZCTA5 00705,00705
47,39.1,12070.0,6765.0,18446.0,8134.0,337.0,724.0,ZCTA5 00707,00707
48,35.6,19443.0,10037.0,16350.0,8208.0,438.0,634.0,ZCTA5 00714,00714
49,41.1,4315.0,2916.0,14114.0,10149.0,306.0,714.0,ZCTA5 00715,00715
50,37.6,32180.0,15438.0,18878.0,11773.0,355.0,822.0,ZCTA5 00716,00716
51,32.9,17972.0,10508.0,12407.0,9120.0,404.0,855.0,ZCTA5 00717,00717
52,34.5,26767.0,13837.0,17123.0,9038.0,415.0,714.0,ZCTA5 00718,00718
53,35.7,30793.0,15835.0,16672.0,8819.0,420.0,765.0,ZCTA5 00719,00719
54,35.1,23080.0,13781.0,14903.0,6687.0,336.0,681.0,ZCTA5 00720,00720
55,39.4,19017.0,10561.0,14506.0,7851.0,348.0,644.0,ZCTA5 00723,00723
56,37.3,90206.0,37435.0,20926.0,11273.0,455.0,927.0,ZCTA5 00725,00725
57,38.2,56972.0,17588.0,29433.0,15088.0,678.0,1062.0,ZCTA5 00727,00727
58,36.4,42692.0,20315.0,18637.0,9100.0,477.0,770.0,ZCTA5 00728,00728
59,35.2,54768.0,22334.0,22438.0,10534.0,450.0,874.0,ZCTA5 00729,00729
60,37.0,37931.0,19267.0,16259.0,9768.0,415.0,804.0,ZCTA5 00730,00730
61,40.9,14525.0,7712.0,15733.0,8126.0,285.0,724.0,ZCTA5 00731,00731
62,38.7,13495.0,5645.0,19615.0,9433.0,484.0,728.0,ZCTA5 00735,00735
63,37.7,51576.0,20654.0,21206.0,11711.0,449.0,853.0,ZCTA5 00736,00736
64,38.4,34492.0,13912.0,22140.0,10894.0,489.0,762.0,ZCTA5 00738,00738
65,37.1,38673.0,14432.0,24638.0,11703.0,500.0,927.0,ZCTA5 00739,00739
66,27.7,1760.0,1130.0,11026.0,6968.0,201.0,710.0,ZCTA5 00740,00740
67,41.3,5025.0,2220.0,18397.0,8944.0,611.0,678.0,ZCTA5 00741,00741
68,37.3,54681.0,21466.0,23275.0,10634.0,509.0,884.0,ZCTA5 00745,00745
69,36.0,23430.0,13836.0,13565.0,7815.0,385.0,723.0,ZCTA5 00751,00751
70,37.3,40330.0,18536.0,17904.0,10004.0,487.0,867.0,ZCTA5 00754,00754
71,34.3,23231.0,11382.0,18033.0,9412.0,433.0,783.0,ZCTA5 00757,00757
72,41.9,9206.0,3923.0,17500.0,8414.0,530.0,641.0,ZCTA5 00765,00765
73,34.5,25991.0,13927.0,16517.0,7944.0,283.0,716.0,ZCTA5 00766,00766
74,37.7,37442.0,19178.0,17306.0,7960.0,383.0,662.0,ZCTA5 00767,00767
75,35.7,40026.0,20296.0,17710.0,8971.0,397.0,715.0,ZCTA5 00769,00769
76,36.0,38504.0,18841.0,18553.0,9367.0,454.0,848.0,ZCTA5 00771,00771
77,35.5,21712.0,11561.0,16432.0,7622.0,403.0,667.0,ZCTA5 00772,00772
78,38.4,19918.0,8580.0,18593.0,10408.0,444.0,787.0,ZCTA5 00773,00773
79,38.4,1478.0,792.0,16188.0,8142.0,525.0,1024.0,ZCTA5 00775,00775
80,34.9,40892.0,18837.0,18574.0,9471.0,456.0,831.0,ZCTA5 00777,00777
81,36.0,46109.0,16254.0,27475.0,13892.0,521.0,1108.0,ZCTA5 00778,00778
82,38.1,13418.0,5554.0,21706.0,13433.0,519.0,972.0,ZCTA5 00780,00780
83,36.4,18504.0,10759.0,12527.0,7026.0,354.0,750.0,ZCTA5 00782,00782
84,35.4,36466.0,19171.0,16201.0,7906.0,390.0,785.0,ZCTA5 00783,00783
85,35.2,43746.0,20922.0,17540.0,9170.0,450.0,746.0,ZCTA5 00784,00784
86,47.0,335.0,12.0,22656.0,12059.0,,,ZCTA5 00786,00786
87,38.5,52760.0,22396.0,20364.0,11115.0,441.0,881.0,ZCTA5 00791,00791
88,33.0,30688.0,17847.0,14986.0,7229.0,380.0,701.0,ZCTA5 00794,00794
89,35.4,47580.0,24965.0,17278.0,8381.0,446.0,751.0,ZCTA5 00795,00795
90,41.7,6444.0,2783.0,13620.0,21534.0,446.0,2557.0,ZCTA5 00901,00901
91,27.4,36.0,0.0,,19894.0,,,ZCTA5 00906,00906
92,47.6,17696.0,4978.0,32570.0,32394.0,711.0,1523.0,ZCTA5 00907,00907
93,39.1,5910.0,2993.0,16891.0,11825.0,494.0,1109.0,ZCTA5 00909,00909
94,48.3,7595.0,2136.0,26611.0,25328.0,553.0,1657.0,ZCTA5 00911,00911
95,38.3,6541.0,2848.0,18960.0,12254.0,555.0,979.0,ZCTA5 00912,00912
96,28.6,8255.0,5831.0,6926.0,10551.0,168.0,2468.0,ZCTA5 00913,00913
97,37.0,31812.0,18937.0,13150.0,7368.0,388.0,810.0,ZCTA5 00915,00915
98,44.7,20557.0,9733.0,16802.0,12357.0,446.0,971.0,ZCTA5 00917,00917
99,39.5,16472.0,6270.0,26573.0,22652.0,319.0,1326.0,ZCTA5 00918,00918
100,43.3,18540.0,5945.0,25463.0,14953.0,663.0,1045.0,ZCTA5 00920,00920
101,36.2,38077.0,17332.0,18417.0,11498.0,532.0,1074.0,ZCTA5 00921,00921
102,37.1,28618.0,14621.0,15959.0,10701.0,434.0,943.0,ZCTA5 00923,00923
103,35.0,58061.0,26548.0,19510.0,10939.0,377.0,943.0,ZCTA5 00924,00924
104,32.7,6877.0,3592.0,12847.0,9886.0,481.0,1010.0,ZCTA5 00925,00925
105,40.0,107139.0,28104.0,35308.0,21058.0,656.0,1312.0,ZCTA5 00926,00926
106,45.6,15340.0,3418.0,34572.0,28433.0,529.0,1568.0,ZCTA5 00927,00927
107,26.5,245.0,74.0,82721.0,25719.0,1059.0,,ZCTA5 00934,00934
108,54.9,1151.0,0.0,,13470.0,,,ZCTA5 00936,00936
109,36.2,81758.0,29966.0,25514.0,12223.0,540.0,965.0,ZCTA5 00949,00949
110,,0.0,0.0,,,,,ZCTA5 00950,00950
111,,16.0,16.0,,,,,ZCTA5 00951,00951
112,40.3,9611.0,4075.0,18768.0,9362.0,538.0,842.0,ZCTA5 00952,00952
113,34.8,73236.0,25471.0,28488.0,12741.0,568.0,1104.0,ZCTA5 00953,00953
114,38.1,77151.0,29768.0,22212.0,10765.0,589.0,895.0,ZCTA5 00956,00956
115,37.1,46252.0,17574.0,23736.0,11453.0,523.0,956.0,ZCTA5 00957,00957
116,39.2,48495.0,15296.0,26264.0,14448.0,512.0,1073.0,ZCTA5 00959,00959
117,32.8,1496.0,12.0,,8586.0,,,ZCTA5 00960,00960
118,41.3,32691.0,8712.0,29931.0,15555.0,501.0,1042.0,ZCTA5 00961,00961
119,34.7,21717.0,11827.0,16128.0,8444.0,272.0,849.0,ZCTA5 00962,00962
120,36.0,8988.0,4980.0,16139.0,7683.0,399.0,771.0,ZCTA5 00965,00965
121,42.0,16371.0,2809.0,52463.0,34449.0,666.0,1710.0,ZCTA5 00966,00966
122,56.4,3532.0,349.0,41936.0,36866.0,895.0,1446.0,ZCTA5 00968,00968
123,39.6,42756.0,7142.0,50811.0,26581.0,732.0,1660.0,ZCTA5 00969,00969
124,40.7,30410.0,11629.0,23241.0,13223.0,530.0,1119.0,ZCTA5 00971,00971
125,36.3,63387.0,19646.0,30372.0,15048.0,513.0,1139.0,ZCTA5 00976,00976
126,46.4,16248.0,3099.0,37906.0,26361.0,758.0,1258.0,ZCTA5 00979,00979
127,42.6,16216.0,4965.0,26148.0,13244.0,627.0,971.0,ZCTA5 00982,00982
128,36.8,41590.0,12863.0,27125.0,13949.0,589.0,1044.0,ZCTA5 00983,00983
129,39.7,36507.0,12272.0,25509.0,12127.0,547.0,948.0,ZCTA5 00985,00985
130,36.3,59324.0,16571.0,31546.0,14072.0,634.0,1061.0,ZCTA5 00987,00987
131,43.7,17245.0,1537.0,58733.0,28457.0,870.0,1581.0,ZCTA5 01001,01001
132,22.9,29266.0,7418.0,54422.0,27691.0,1125.0,2079.0,ZCTA5 01002,01002
133,19.9,11032.0,1.0,,3531.0,,,ZCTA5 01003,01003
134,42.2,5356.0,251.0,68644.0,31686.0,856.0,1658.0,ZCTA5 01005,01005
135,41.3,14673.0,1220.0,71875.0,32222.0,860.0,1839.0,ZCTA5 01007,01007
136,47.1,1144.0,53.0,71635.0,32457.0,540.0,1561.0,ZCTA5 01008,01008
137,44.0,716.0,153.0,38644.0,26422.0,936.0,1872.0,ZCTA5 01009,01009
138,45.4,3635.0,222.0,81196.0,36406.0,748.0,1806.0,ZCTA5 01010,01010
139,43.6,1414.0,129.0,64891.0,26847.0,833.0,1393.0,ZCTA5 01011,01011
140,51.0,577.0,42.0,58750.0,30189.0,965.0,1750.0,ZCTA5 01012,01012
141,35.5,22113.0,3731.0,41273.0,20889.0,801.0,1396.0,ZCTA5 01013,01013
142,43.4,30571.0,3163.0,51255.0,27207.0,771.0,1480.0,ZCTA5 01020,01020
143,37.4,2794.0,551.0,58938.0,29618.0,1514.0,1195.0,ZCTA5 01022,01022
144,47.9,1057.0,84.0,52155.0,31585.0,761.0,1568.0,ZCTA5 01026,01026
145,43.2,17605.0,1198.0,59963.0,31327.0,874.0,1640.0,ZCTA5 01027,01027
146,45.5,15816.0,675.0,80469.0,36171.0,1017.0,1881.0,ZCTA5 01028,01028
147,53.1,596.0,57.0,54330.0,33352.0,,1125.0,ZCTA5 01029,01029
148,44.4,11310.0,1243.0,71228.0,31992.0,736.0,1729.0,ZCTA5 01030,01030
149,43.1,1484.0,276.0,42404.0,28090.0,736.0,1668.0,ZCTA5 01031,01031
150,49.1,570.0,21.0,61806.0,33395.0,1257.0,1788.0,ZCTA5 01032,01032
151,44.9,6182.0,222.0,73816.0,31069.0,726.0,1649.0,ZCTA5 01033,01033
152,46.2,2174.0,129.0,77500.0,32908.0,910.0,1657.0,ZCTA5 01034,01034
153,45.0,5254.0,403.0,73250.0,36471.0,898.0,1801.0,ZCTA5 01035,01035
154,48.4,5129.0,231.0,81130.0,35699.0,592.0,1785.0,ZCTA5 01036,01036
155,53.6,624.0,58.0,84444.0,42109.0,,1506.0,ZCTA5 01037,01037
156,47.7,2832.0,236.0,61603.0,36282.0,976.0,1825.0,ZCTA5 01038,01038
157,50.2,1566.0,114.0,72188.0,36880.0,741.0,1543.0,ZCTA5 01039,01039
158,36.0,40029.0,12298.0,31628.0,19968.0,658.0,1466.0,ZCTA5 01040,01040
159,41.5,2548.0,210.0,56184.0,26597.0,708.0,1595.0,ZCTA5 01050,01050
160,51.0,1909.0,276.0,64896.0,25039.0,941.0,1808.0,ZCTA5 01053,01053
161,50.3,1759.0,182.0,73000.0,40416.0,992.0,1870.0,ZCTA5 01054,01054
162,44.4,21247.0,1025.0,61073.0,31117.0,840.0,1642.0,ZCTA5 01056,01056
163,45.0,8707.0,917.0,64747.0,32046.0,866.0,1619.0,ZCTA5 01057,01057
164,34.2,15026.0,2205.0,52607.0,33655.0,973.0,1717.0,ZCTA5 01060,01060
165,43.8,11007.0,1063.0,65756.0,39088.0,917.0,1904.0,ZCTA5 01062,01062
166,20.2,644.0,0.0,,2353.0,,,ZCTA5 01063,01063
167,,0.0,0.0,,,,,ZCTA5 01066,01066
168,44.7,1839.0,84.0,85556.0,32805.0,844.0,1765.0,ZCTA5 01068,01068
169,42.2,8975.0,677.0,53417.0,26238.0,702.0,1590.0,ZCTA5 01069,01069
170,54.5,579.0,36.0,63889.0,30544.0,667.0,1698.0,ZCTA5 01070,01070
171,44.5,1401.0,29.0,75363.0,33090.0,945.0,1559.0,ZCTA5 01071,01071
172,47.0,1464.0,123.0,66705.0,35493.0,1125.0,1672.0,ZCTA5 01072,01072
173,41.2,5878.0,228.0,80000.0,34196.0,1192.0,1807.0,ZCTA5 01073,01073
174,38.1,56.0,0.0,,38243.0,,,ZCTA5 01074,01074
175,41.6,17796.0,1138.0,61431.0,30643.0,832.0,1663.0,ZCTA5 01075,01075
176,43.4,9552.0,433.0,78476.0,35587.0,934.0,1848.0,ZCTA5 01077,01077
177,46.0,495.0,40.0,34906.0,29734.0,920.0,1188.0,ZCTA5 01079,01079
178,43.2,2012.0,363.0,40559.0,22950.0,824.0,1504.0,ZCTA5 01080,01080
179,44.7,1703.0,94.0,56726.0,30411.0,723.0,1581.0,ZCTA5 01081,01081
180,45.3,10318.0,1372.0,51717.0,28354.0,753.0,1643.0,ZCTA5 01082,01082
181,34.1,3137.0,334.0,39521.0,22435.0,843.0,1636.0,ZCTA5 01083,01083
182,55.5,209.0,12.0,51667.0,31790.0,,1750.0,ZCTA5 01084,01084
183,39.1,40721.0,3690.0,59881.0,28943.0,832.0,1716.0,ZCTA5 01085,01085
184,19.6,1219.0,0.0,,1963.0,,,ZCTA5 01086,01086
185,63.0,451.0,110.0,43234.0,32414.0,758.0,1233.0,ZCTA5 01088,01088
186,39.5,28498.0,3475.0,54126.0,27853.0,801.0,1595.0,ZCTA5 01089,01089
187,32.9,1080.0,198.0,55370.0,34201.0,774.0,1645.0,ZCTA5 01092,01092
188,52.5,282.0,21.0,83750.0,42234.0,1750.0,1610.0,ZCTA5 01093,01093
189,54.1,340.0,24.0,18241.0,25777.0,411.0,1426.0,ZCTA5 01094,01094
190,48.1,14344.0,671.0,86667.0,38687.0,747.0,2045.0,ZCTA5 01095,01095
191,44.8,2249.0,104.0,65365.0,33128.0,869.0,1534.0,ZCTA5 01096,01096
192,22.7,83.0,3.0,42031.0,13883.0,,,ZCTA5 01097,01097
193,52.9,1081.0,53.0,69079.0,35343.0,625.0,1392.0,ZCTA5 01098,01098
194,33.0,2556.0,1244.0,14133.0,17095.0,739.0,1240.0,ZCTA5 01103,01103
195,34.7,23083.0,6361.0,32273.0,17307.0,736.0,1352.0,ZCTA5 01104,01104
196,26.6,12360.0,6259.0,18402.0,12137.0,687.0,1438.0,ZCTA5 01105,01105
197,45.0,16018.0,749.0,103472.0,53449.0,1330.0,2320.0,ZCTA5 01106,01106
198,29.5,11271.0,4821.0,21737.0,12440.0,618.0,1404.0,ZCTA5 01107,01107
199,31.7,25755.0,7041.0,34064.0,18347.0,898.0,1459.0,ZCTA5 01108,01108
200,26.4,31429.0,9412.0,33376.0,13938.0,850.0,1301.0,ZCTA5 01109,01109
201,40.5,13722.0,1399.0,62283.0,29528.0,826.0,1457.0,ZCTA5 01118,01118
202,35.1,13962.0,2207.0,46055.0,21261.0,915.0,1384.0,ZCTA5 01119,01119
203,46.8,2468.0,32.0,78864.0,33573.0,,1639.0,ZCTA5 01128,01128
204,38.0,7505.0,1097.0,61435.0,26752.0,1011.0,1528.0,ZCTA5 01129,01129
205,30.6,9134.0,3498.0,30043.0,16169.0,881.0,1278.0,ZCTA5 01151,01151
206,,0.0,0.0,,,,,ZCTA5 01199,01199
207,43.8,45887.0,7518.0,42633.0,26738.0,767.0,1388.0,ZCTA5 01201,01201
208,43.6,8586.0,952.0,40443.0,24753.0,644.0,1189.0,ZCTA5 01220,01220
209,45.8,805.0,18.0,75598.0,40683.0,807.0,1718.0,ZCTA5 01222,01222
210,50.5,2346.0,214.0,54904.0,37301.0,1119.0,1426.0,ZCTA5 01223,01223
211,23.7,322.0,13.0,90223.0,22426.0,525.0,1210.0,ZCTA5 01224,01224
212,46.6,3059.0,377.0,49788.0,28804.0,767.0,1403.0,ZCTA5 01225,01225
213,47.0,6981.0,756.0,51827.0,28082.0,743.0,1588.0,ZCTA5 01226,01226
214,39.5,111.0,0.0,68125.0,24606.0,,2188.0,ZCTA5 01229,01229
215,47.1,8200.0,671.0,51467.0,35004.0,914.0,1734.0,ZCTA5 01230,01230
216,45.2,3032.0,168.0,64420.0,28315.0,683.0,1543.0,ZCTA5 01235,01235
217,42.8,1631.0,50.0,51964.0,29869.0,1055.0,1441.0,ZCTA5 01236,01236
218,41.5,2509.0,28.0,71932.0,36849.0,696.0,1516.0,ZCTA5 01237,01237
219,45.3,6198.0,566.0,59477.0,33848.0,751.0,1520.0,ZCTA5 01238,01238
220,52.7,4818.0,696.0,51464.0,37359.0,751.0,1852.0,ZCTA5 01240,01240
221,57.3,155.0,3.0,55167.0,31279.0,,1237.0,ZCTA5 01242,01242
222,55.3,345.0,5.0,67411.0,35263.0,631.0,1423.0,ZCTA5 01243,01243
223,60.3,150.0,20.0,29125.0,24298.0,,1830.0,ZCTA5 01244,01244
224,54.0,726.0,93.0,52500.0,37324.0,1281.0,2117.0,ZCTA5 01245,01245
225,41.3,16025.0,2565.0,41103.0,22181.0,688.0,1264.0,ZCTA5 01247,01247
226,48.5,742.0,58.0,67917.0,36261.0,1036.0,1438.0,ZCTA5 01253,01253
227,54.3,997.0,24.0,95125.0,50182.0,644.0,1779.0,ZCTA5 01254,01254
228,48.0,930.0,39.0,55917.0,29539.0,958.0,1324.0,ZCTA5 01255,01255
229,44.6,675.0,49.0,56500.0,28533.0,763.0,1266.0,ZCTA5 01256,01256
230,49.5,2183.0,327.0,50543.0,33690.0,946.0,1975.0,ZCTA5 01257,01257
231,60.2,304.0,27.0,56607.0,41482.0,,1875.0,ZCTA5 01258,01258
232,51.8,613.0,20.0,70074.0,43844.0,1056.0,1694.0,ZCTA5 01259,01259
233,46.1,240.0,11.0,74615.0,25668.0,,1970.0,ZCTA5 01260,01260
234,49.7,1257.0,153.0,41648.0,33165.0,895.0,1707.0,ZCTA5 01262,01262
235,69.6,167.0,39.0,70625.0,51626.0,1036.0,1875.0,ZCTA5 01264,01264
236,54.6,1433.0,61.0,76953.0,44493.0,1236.0,1618.0,ZCTA5 01266,01266
237,39.3,7985.0,369.0,72352.0,33717.0,918.0,1736.0,ZCTA5 01267,01267
238,49.2,806.0,62.0,68456.0,32940.0,,1563.0,ZCTA5 01270,01270
239,42.9,17806.0,2619.0,48319.0,27354.0,789.0,1458.0,ZCTA5 01301,01301
240,48.5,1540.0,98.0,72560.0,35226.0,778.0,1539.0,ZCTA5 01330,01330
241,41.0,13383.0,1872.0,50498.0,23736.0,699.0,1427.0,ZCTA5 01331,01331
242,49.2,2609.0,117.0,58875.0,31366.0,1170.0,1580.0,ZCTA5 01337,01337
243,52.1,169.0,5.0,69886.0,39439.0,,1508.0,ZCTA5 01338,01338
244,49.7,1597.0,236.0,50536.0,29981.0,730.0,1511.0,ZCTA5 01339,01339
245,46.5,1784.0,187.0,49886.0,29025.0,961.0,1355.0,ZCTA5 01340,01340
246,47.9,1605.0,91.0,77500.0,37209.0,1022.0,1829.0,ZCTA5 01341,01341
247,43.2,1506.0,74.0,99675.0,46508.0,498.0,1791.0,ZCTA5 01342,01342
248,57.4,76.0,0.0,81806.0,38675.0,,,ZCTA5 01343,01343
249,39.0,1526.0,141.0,57500.0,24274.0,868.0,1343.0,ZCTA5 01344,01344
250,54.0,448.0,49.0,65000.0,33809.0,828.0,1827.0,ZCTA5 01346,01346
251,38.5,93.0,21.0,31250.0,16610.0,,,ZCTA5 01347,01347
252,52.1,844.0,137.0,50714.0,27191.0,966.0,1328.0,ZCTA5 01349,01349
253,41.5,117.0,13.0,36875.0,23709.0,833.0,1063.0,ZCTA5 01350,01350
254,45.5,2253.0,192.0,70799.0,34353.0,849.0,1750.0,ZCTA5 01351,01351
255,47.8,1532.0,130.0,74583.0,34215.0,1018.0,1406.0,ZCTA5 01354,01354
256,42.1,990.0,69.0,68929.0,28963.0,1711.0,1528.0,ZCTA5 01355,01355
257,45.5,3033.0,135.0,60608.0,32021.0,760.0,1688.0,ZCTA5 01360,01360
258,40.2,7960.0,984.0,45758.0,21734.0,697.0,1465.0,ZCTA5 01364,01364
259,50.2,1294.0,92.0,76094.0,33059.0,967.0,1656.0,ZCTA5 01366,01366
260,43.3,590.0,97.0,47279.0,26501.0,1038.0,1125.0,ZCTA5 01367,01367
261,43.7,1161.0,161.0,60750.0,27999.0,1107.0,1340.0,ZCTA5 01368,01368
262,47.9,4113.0,309.0,53516.0,29074.0,867.0,1533.0,ZCTA5 01370,01370
263,46.4,4441.0,201.0,64127.0,31811.0,971.0,1864.0,ZCTA5 01373,01373
264,26.9,3692.0,773.0,47000.0,28057.0,1097.0,2050.0,ZCTA5 01375,01375
265,41.9,5513.0,1308.0,39792.0,24108.0,754.0,1437.0,ZCTA5 01376,01376
266,55.4,639.0,68.0,56094.0,33914.0,1073.0,1402.0,ZCTA5 01378,01378
267,50.3,957.0,141.0,48188.0,27732.0,858.0,1177.0,ZCTA5 01379,01379
268,34.7,40358.0,7864.0,45363.0,22620.0,846.0,1686.0,ZCTA5 01420,01420
269,42.4,6119.0,422.0,83532.0,34454.0,1073.0,1843.0,ZCTA5 01430,01430
270,44.8,3114.0,174.0,82778.0,33228.0,1406.0,1806.0,ZCTA5 01431,01431
271,43.3,7061.0,732.0,57543.0,34502.0,990.0,1936.0,ZCTA5 01432,01432
272,39.6,1702.0,192.0,77396.0,14154.0,,2350.0,ZCTA5 01434,01434
273,42.4,3838.0,337.0,69076.0,27831.0,938.0,1861.0,ZCTA5 01436,01436
274,51.9,359.0,132.0,62422.0,24617.0,,2083.0,ZCTA5 01438,01438
275,40.7,20388.0,2754.0,49067.0,23297.0,733.0,1715.0,ZCTA5 01440,01440
276,43.6,10842.0,403.0,117127.0,48248.0,1213.0,2579.0,ZCTA5 01450,01450
277,46.8,4964.0,276.0,136058.0,60872.0,1532.0,2998.0,ZCTA5 01451,01451
278,44.6,4398.0,269.0,86979.0,33730.0,896.0,1742.0,ZCTA5 01452,01452
279,41.2,41002.0,4239.0,58896.0,29382.0,889.0,1870.0,ZCTA5 01453,01453
280,44.1,9038.0,295.0,105455.0,47502.0,991.0,2367.0,ZCTA5 01460,01460
281,44.2,10549.0,862.0,76063.0,35866.0,1085.0,2022.0,ZCTA5 01462,01462
282,43.1,11645.0,583.0,81193.0,35689.0,1138.0,2180.0,ZCTA5 01463,01463
283,39.0,7435.0,837.0,65882.0,24469.0,1068.0,2016.0,ZCTA5 01464,01464
284,42.3,398.0,62.0,181810.0,57529.0,,4001.0,ZCTA5 01467,01467
285,44.0,3710.0,512.0,62096.0,28094.0,1346.0,1700.0,ZCTA5 01468,01468
286,40.4,7044.0,352.0,78985.0,34037.0,951.0,1921.0,ZCTA5 01469,01469
287,43.6,7320.0,321.0,83840.0,34860.0,1095.0,1846.0,ZCTA5 01473,01473
288,44.6,1993.0,114.0,90521.0,37146.0,1053.0,2074.0,ZCTA5 01474,01474
289,44.3,10386.0,1048.0,58288.0,27204.0,754.0,1646.0,ZCTA5 01475,01475
290,44.0,16089.0,581.0,73612.0,34644.0,940.0,1872.0,ZCTA5 01501,01501
291,45.5,2886.0,71.0,95962.0,44297.0,1261.0,2520.0,ZCTA5 01503,01503
292,40.6,9035.0,427.0,74294.0,32488.0,907.0,2036.0,ZCTA5 01504,01504
293,44.7,4366.0,106.0,97938.0,53378.0,658.0,2340.0,ZCTA5 01505,01505
294,43.5,3382.0,190.0,61800.0,29391.0,669.0,1564.0,ZCTA5 01506,01506
295,42.2,13034.0,553.0,93963.0,35678.0,866.0,1966.0,ZCTA5 01507,01507
296,41.3,13634.0,1280.0,64723.0,31765.0,964.0,1889.0,ZCTA5 01510,01510
297,42.7,2253.0,119.0,66042.0,30172.0,979.0,1772.0,ZCTA5 01515,01515
298,39.8,8575.0,361.0,82831.0,36503.0,949.0,1936.0,ZCTA5 01516,01516
299,42.6,2689.0,365.0,61719.0,33795.0,420.0,1901.0,ZCTA5 01518,01518
