,Median Age,Total Population,Poverty Count,Median Household Income,Per Capita Income,employment_employed,employment_unemployed,median_gross_rent,median_monthly_owner_costs,Name,Zipcode
0,45.0,17423.0,1462.0,56714.0,30430.0,8715.0,479.0,975.0,1489.0,ZCTA5 01001,01001
1,23.2,29970.0,8351.0,48923.0,26072.0,15180.0,1271.0,1206.0,2146.0,ZCTA5 01002,01002
2,19.9,11296.0,54.0,2499.0,3829.0,4258.0,1021.0,1150.0,-666666666.0,ZCTA5 01003,01003
3,44.1,5228.0,230.0,70568.0,32169.0,2835.0,153.0,926.0,1645.0,ZCTA5 01005,01005
4,42.5,14888.0,1410.0,80502.0,36359.0,8050.0,543.0,921.0,1768.0,ZCTA5 01007,01007
5,48.5,1194.0,49.0,67250.0,34505.0,703.0,63.0,831.0,1613.0,ZCTA5 01008,01008
6,62.2,237.0,105.0,-666666666.0,26150.0,122.0,0.0,-666666666.0,-666666666.0,ZCTA5 01009,01009
7,46.6,3718.0,95.0,83273.0,38693.0,2124.0,132.0,773.0,1691.0,ZCTA5 01010,01010
8,41.0,1523.0,110.0,74722.0,29951.0,839.0,55.0,881.0,1484.0,ZCTA5 01011,01011
9,50.5,528.0,60.0,60417.0,34032.0,287.0,31.0,1106.0,1383.0,ZCTA5 01012,01012
10,35.0,22943.0,4233.0,40876.0,21677.0,10378.0,1097.0,840.0,1388.0,ZCTA5 01013,01013
11,44.5,30629.0,3166.0,57851.0,29705.0,15409.0,1246.0,839.0,1370.0,ZCTA5 01020,01020
12,41.1,2528.0,644.0,44701.0,26605.0,1106.0,129.0,1268.0,1075.0,ZCTA5 01022,01022
13,51.2,1018.0,45.0,50924.0,28269.0,507.0,22.0,786.0,1535.0,ZCTA5 01026,01026
14,45.1,17872.0,1774.0,61217.0,33598.0,9859.0,769.0,912.0,1650.0,ZCTA5 01027,01027
15,46.0,16063.0,677.0,83003.0,39282.0,8018.0,474.0,851.0,1811.0,ZCTA5 01028,01028
16,47.9,760.0,96.0,54375.0,32415.0,409.0,43.0,633.0,1169.0,ZCTA5 01029,01029
17,44.9,11278.0,1124.0,64874.0,32812.0,5890.0,233.0,780.0,1631.0,ZCTA5 01030,01030
18,43.2,1192.0,268.0,39327.0,26153.0,545.0,98.0,696.0,1383.0,ZCTA5 01031,01031
19,49.3,590.0,15.0,73750.0,36045.0,373.0,21.0,1352.0,1810.0,ZCTA5 01032,01032
20,45.5,6310.0,290.0,86951.0,39115.0,3602.0,140.0,786.0,1696.0,ZCTA5 01033,01033
21,46.6,2323.0,230.0,82159.0,32783.0,1260.0,82.0,-666666666.0,1468.0,ZCTA5 01034,01034
22,46.3,5338.0,384.0,62634.0,40287.0,2845.0,29.0,1072.0,1947.0,ZCTA5 01035,01035
23,48.7,5190.0,256.0,80375.0,38547.0,2748.0,198.0,913.0,1814.0,ZCTA5 01036,01036
24,50.3,755.0,86.0,80417.0,33913.0,311.0,30.0,-666666666.0,1534.0,ZCTA5 01037,01037
25,50.7,2853.0,157.0,65887.0,35804.0,1682.0,39.0,1035.0,1673.0,ZCTA5 01038,01038
26,54.0,1194.0,78.0,74107.0,43845.0,689.0,61.0,1004.0,1753.0,ZCTA5 01039,01039
27,34.4,40280.0,11227.0,38829.0,21897.0,16494.0,1976.0,742.0,1423.0,ZCTA5 01040,01040
28,45.7,2343.0,221.0,72386.0,29854.0,1252.0,41.0,988.0,1543.0,ZCTA5 01050,01050
29,49.8,1697.0,251.0,66528.0,30391.0,639.0,42.0,-666666666.0,1470.0,ZCTA5 01053,01053
30,48.0,1972.0,84.0,86771.0,45344.0,1110.0,42.0,1029.0,2038.0,ZCTA5 01054,01054
31,44.2,21352.0,1124.0,64537.0,31897.0,10416.0,709.0,884.0,1704.0,ZCTA5 01056,01056
32,45.5,8773.0,496.0,74439.0,33763.0,4835.0,388.0,844.0,1534.0,ZCTA5 01057,01057
33,35.0,15407.0,2258.0,56128.0,35487.0,8730.0,565.0,1042.0,1664.0,ZCTA5 01060,01060
34,43.8,10867.0,1445.0,73913.0,39024.0,5486.0,444.0,879.0,1910.0,ZCTA5 01062,01062
35,20.3,563.0,0.0,-666666666.0,3134.0,364.0,27.0,-666666666.0,-666666666.0,ZCTA5 01063,01063
36,-666666666.0,12.0,0.0,-666666666.0,,0.0,0.0,-666666666.0,-666666666.0,ZCTA5 01066,01066
37,45.0,1825.0,62.0,85052.0,34288.0,970.0,53.0,1175.0,1800.0,ZCTA5 01068,01068
38,44.0,8753.0,591.0,57994.0,30199.0,4558.0,420.0,669.0,1575.0,ZCTA5 01069,01069
39,52.7,562.0,60.0,55208.0,30773.0,332.0,16.0,633.0,1505.0,ZCTA5 01070,01070
40,47.9,1271.0,17.0,70938.0,34924.0,719.0,35.0,882.0,1613.0,ZCTA5 01071,01071
41,46.8,1542.0,187.0,75658.0,36704.0,834.0,72.0,1321.0,1727.0,ZCTA5 01072,01072
42,48.4,6081.0,251.0,90318.0,44278.0,3528.0,211.0,979.0,1880.0,ZCTA5 01073,01073
43,35.2,228.0,0.0,-666666666.0,16890.0,112.0,0.0,-666666666.0,-666666666.0,ZCTA5 01074,01074
44,40.8,17770.0,1524.0,61821.0,30822.0,9189.0,629.0,927.0,1588.0,ZCTA5 01075,01075
45,45.7,9650.0,554.0,76576.0,36861.0,4835.0,222.0,929.0,1875.0,ZCTA5 01077,01077
46,42.8,811.0,74.0,31778.0,24201.0,293.0,25.0,1323.0,1969.0,ZCTA5 01079,01079
47,33.5,2452.0,773.0,51023.0,23489.0,935.0,116.0,840.0,1524.0,ZCTA5 01080,01080
48,43.5,1823.0,100.0,51182.0,25679.0,837.0,60.0,861.0,1470.0,ZCTA5 01081,01081
49,43.2,10612.0,1434.0,52178.0,27773.0,5036.0,487.0,752.0,1548.0,ZCTA5 01082,01082
50,36.3,3148.0,245.0,45954.0,22559.0,1513.0,71.0,878.0,1520.0,ZCTA5 01083,01083
51,61.5,154.0,0.0,68750.0,50727.0,82.0,4.0,-666666666.0,1797.0,ZCTA5 01084,01084
52,39.0,41479.0,3679.0,63283.0,29597.0,21370.0,1887.0,913.0,1602.0,ZCTA5 01085,01085
53,19.2,690.0,0.0,-666666666.0,3293.0,161.0,0.0,-666666666.0,-666666666.0,ZCTA5 01086,01086
54,53.1,433.0,33.0,61875.0,34560.0,232.0,8.0,980.0,1683.0,ZCTA5 01088,01088
55,39.1,28575.0,3733.0,50649.0,28438.0,14058.0,1308.0,840.0,1566.0,ZCTA5 01089,01089
56,46.8,1191.0,176.0,77150.0,40211.0,611.0,42.0,-666666666.0,1436.0,ZCTA5 01092,01092
57,54.1,289.0,16.0,84167.0,48793.0,191.0,0.0,-666666666.0,1839.0,ZCTA5 01093,01093
58,53.7,347.0,26.0,18454.0,29174.0,109.0,10.0,484.0,1410.0,ZCTA5 01094,01094
59,47.6,14569.0,547.0,95679.0,40989.0,7528.0,291.0,718.0,1987.0,ZCTA5 01095,01095
60,44.3,2564.0,224.0,73589.0,33768.0,1409.0,80.0,883.0,1477.0,ZCTA5 01096,01096
61,19.7,78.0,42.0,31250.0,9374.0,36.0,0.0,-666666666.0,-666666666.0,ZCTA5 01097,01097
62,50.0,1117.0,65.0,77083.0,41124.0,664.0,11.0,775.0,1561.0,ZCTA5 01098,01098
63,33.3,2430.0,1333.0,16760.0,21928.0,880.0,186.0,813.0,1377.0,ZCTA5 01103,01103
64,35.2,23183.0,7215.0,28590.0,18983.0,9103.0,1316.0,797.0,1318.0,ZCTA5 01104,01104
65,30.6,11576.0,6260.0,16455.0,13855.0,3271.0,678.0,720.0,1578.0,ZCTA5 01105,01105
66,46.4,15983.0,640.0,105822.0,52705.0,7827.0,411.0,1261.0,2261.0,ZCTA5 01106,01106
67,29.1,11474.0,5176.0,22956.0,13711.0,3664.0,1083.0,658.0,1390.0,ZCTA5 01107,01107
68,31.4,28449.0,8447.0,36890.0,18466.0,11349.0,1508.0,918.0,1395.0,ZCTA5 01108,01108
69,27.4,30139.0,8147.0,35076.0,14977.0,10948.0,1607.0,907.0,1231.0,ZCTA5 01109,01109
70,38.6,14293.0,2027.0,60295.0,27870.0,7002.0,522.0,910.0,1385.0,ZCTA5 01118,01118
71,35.4,13091.0,1952.0,49083.0,22333.0,5597.0,767.0,934.0,1369.0,ZCTA5 01119,01119
72,47.6,2695.0,58.0,70078.0,33845.0,1559.0,141.0,-666666666.0,1529.0,ZCTA5 01128,01128
73,41.5,7220.0,1010.0,60776.0,27405.0,3710.0,321.0,1018.0,1437.0,ZCTA5 01129,01129
74,32.0,9295.0,2611.0,36541.0,16820.0,3693.0,516.0,891.0,1313.0,ZCTA5 01151,01151
75,-666666666.0,0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,-666666666.0,-666666666.0,ZCTA5 01199,01199
76,43.4,45001.0,7152.0,45893.0,28433.0,22050.0,2364.0,803.0,1332.0,ZCTA5 01201,01201
77,45.1,8266.0,852.0,48422.0,27309.0,4173.0,362.0,642.0,1224.0,ZCTA5 01220,01220
78,49.2,829.0,45.0,76944.0,41175.0,522.0,12.0,790.0,1497.0,ZCTA5 01222,01222
79,52.2,2247.0,129.0,72981.0,39324.0,1280.0,91.0,1115.0,1360.0,ZCTA5 01223,01223
80,49.9,176.0,20.0,36324.0,23039.0,104.0,26.0,720.0,1625.0,ZCTA5 01224,01224
81,49.0,3192.0,154.0,58145.0,32108.0,1594.0,157.0,822.0,1322.0,ZCTA5 01225,01225
82,47.2,6885.0,732.0,57202.0,32405.0,3605.0,274.0,872.0,1548.0,ZCTA5 01226,01226
83,62.8,102.0,5.0,27083.0,19587.0,38.0,0.0,-666666666.0,1500.0,ZCTA5 01229,01229
84,49.4,8195.0,439.0,59702.0,35371.0,4321.0,293.0,928.0,1740.0,ZCTA5 01230,01230
85,47.6,2666.0,185.0,60718.0,32438.0,1459.0,98.0,727.0,1418.0,ZCTA5 01235,01235
86,42.3,1422.0,20.0,80385.0,32117.0,668.0,70.0,-666666666.0,1815.0,ZCTA5 01236,01236
87,43.3,2755.0,123.0,83311.0,31664.0,1457.0,160.0,1217.0,1624.0,ZCTA5 01237,01237
88,48.7,5950.0,607.0,63109.0,35946.0,3001.0,142.0,761.0,1613.0,ZCTA5 01238,01238
89,58.3,4592.0,353.0,54250.0,48764.0,1777.0,123.0,781.0,1952.0,ZCTA5 01240,01240
90,32.0,429.0,3.0,56840.0,25313.0,253.0,0.0,-666666666.0,1213.0,ZCTA5 01242,01242
91,56.4,381.0,26.0,76250.0,46979.0,256.0,3.0,-666666666.0,1415.0,ZCTA5 01243,01243
92,60.3,82.0,9.0,-666666666.0,51809.0,67.0,0.0,-666666666.0,1913.0,ZCTA5 01244,01244
93,54.7,870.0,106.0,66136.0,42633.0,443.0,24.0,977.0,1891.0,ZCTA5 01245,01245
94,44.4,15725.0,2580.0,38007.0,23957.0,6927.0,823.0,686.0,1186.0,ZCTA5 01247,01247
95,51.9,734.0,20.0,71010.0,39333.0,369.0,16.0,625.0,1365.0,ZCTA5 01253,01253
96,58.7,985.0,68.0,89583.0,67264.0,479.0,31.0,1170.0,1805.0,ZCTA5 01254,01254
97,50.5,869.0,36.0,67333.0,36881.0,441.0,30.0,706.0,1500.0,ZCTA5 01255,01255
98,47.9,764.0,58.0,49000.0,27351.0,378.0,32.0,792.0,1345.0,ZCTA5 01256,01256
99,52.6,2164.0,341.0,50688.0,34538.0,1070.0,83.0,1013.0,2043.0,ZCTA5 01257,01257
100,63.0,359.0,29.0,65739.0,45881.0,193.0,1.0,-666666666.0,1738.0,ZCTA5 01258,01258
101,60.2,556.0,40.0,61125.0,56822.0,302.0,22.0,1107.0,1824.0,ZCTA5 01259,01259
102,42.9,545.0,26.0,101979.0,26842.0,288.0,36.0,-666666666.0,1953.0,ZCTA5 01260,01260
103,54.3,1196.0,164.0,45500.0,38899.0,677.0,30.0,958.0,1698.0,ZCTA5 01262,01262
104,61.4,161.0,26.0,75417.0,45563.0,67.0,10.0,1250.0,1625.0,ZCTA5 01264,01264
105,56.6,1380.0,64.0,68542.0,46857.0,754.0,17.0,1621.0,1681.0,ZCTA5 01266,01266
106,31.2,7846.0,584.0,73085.0,30864.0,3718.0,248.0,895.0,1726.0,ZCTA5 01267,01267
107,51.2,814.0,70.0,71250.0,38157.0,418.0,25.0,-666666666.0,1596.0,ZCTA5 01270,01270
108,42.6,17730.0,2217.0,49024.0,28633.0,9135.0,548.0,837.0,1453.0,ZCTA5 01301,01301
109,50.2,1468.0,81.0,79118.0,40071.0,919.0,24.0,900.0,1589.0,ZCTA5 01330,01330
110,43.9,13205.0,2020.0,51750.0,25349.0,5902.0,683.0,760.0,1368.0,ZCTA5 01331,01331
111,50.6,2598.0,188.0,65139.0,33697.0,1471.0,57.0,1172.0,1635.0,ZCTA5 01337,01337
112,60.6,138.0,5.0,66375.0,25680.0,77.0,16.0,-666666666.0,1125.0,ZCTA5 01338,01338
113,49.4,1461.0,152.0,51346.0,31610.0,688.0,76.0,787.0,1458.0,ZCTA5 01339,01339
114,51.9,1689.0,212.0,54063.0,29598.0,933.0,84.0,1006.0,1234.0,ZCTA5 01340,01340
115,50.2,1716.0,48.0,89688.0,44806.0,993.0,54.0,1196.0,1898.0,ZCTA5 01341,01341
116,47.4,1768.0,164.0,102219.0,46922.0,967.0,0.0,1135.0,1511.0,ZCTA5 01342,01342
117,59.1,46.0,0.0,83125.0,40280.0,20.0,0.0,-666666666.0,-666666666.0,ZCTA5 01343,01343
118,41.6,1582.0,201.0,61563.0,27271.0,821.0,45.0,725.0,1330.0,ZCTA5 01344,01344
119,50.1,465.0,49.0,56500.0,33586.0,245.0,3.0,967.0,1379.0,ZCTA5 01346,01346
120,38.9,133.0,22.0,39211.0,19143.0,83.0,0.0,-666666666.0,793.0,ZCTA5 01347,01347
121,42.1,1106.0,47.0,60493.0,25594.0,601.0,104.0,763.0,1181.0,ZCTA5 01349,01349
122,45.5,95.0,6.0,31750.0,22175.0,39.0,1.0,900.0,1150.0,ZCTA5 01350,01350
123,46.4,2312.0,190.0,81833.0,39407.0,1190.0,53.0,852.0,1815.0,ZCTA5 01351,01351
124,44.4,1656.0,132.0,74167.0,33295.0,1053.0,48.0,829.0,1434.0,ZCTA5 01354,01354
125,51.5,915.0,56.0,68681.0,36187.0,476.0,31.0,1047.0,1486.0,ZCTA5 01355,01355
126,45.7,3006.0,127.0,63963.0,33157.0,1586.0,124.0,782.0,1510.0,ZCTA5 01360,01360
127,46.5,7832.0,1049.0,37911.0,22077.0,3340.0,409.0,733.0,1454.0,ZCTA5 01364,01364
128,50.5,1202.0,55.0,65774.0,35322.0,608.0,38.0,734.0,1655.0,ZCTA5 01366,01366
129,42.2,686.0,151.0,50357.0,25178.0,304.0,7.0,1300.0,1167.0,ZCTA5 01367,01367
130,48.3,1363.0,138.0,67333.0,28429.0,707.0,59.0,1164.0,1398.0,ZCTA5 01368,01368
131,51.4,3879.0,378.0,54803.0,36488.0,2049.0,140.0,822.0,1526.0,ZCTA5 01370,01370
132,46.8,4184.0,234.0,71174.0,36138.0,2414.0,125.0,1027.0,1798.0,ZCTA5 01373,01373
133,27.7,3673.0,645.0,53934.0,34286.0,2347.0,76.0,1222.0,1946.0,ZCTA5 01375,01375
134,43.8,5101.0,1038.0,41836.0,25130.0,2255.0,245.0,787.0,1427.0,ZCTA5 01376,01376
135,54.8,734.0,64.0,56985.0,31262.0,376.0,17.0,1088.0,1339.0,ZCTA5 01378,01378
136,52.0,775.0,126.0,44750.0,29457.0,402.0,17.0,917.0,1154.0,ZCTA5 01379,01379
137,34.6,40441.0,7368.0,50617.0,23622.0,18927.0,2279.0,912.0,1627.0,ZCTA5 01420,01420
138,42.3,6171.0,375.0,86219.0,35860.0,3300.0,250.0,961.0,1710.0,ZCTA5 01430,01430
139,45.4,3196.0,246.0,89934.0,32514.0,1706.0,102.0,1243.0,1862.0,ZCTA5 01431,01431
140,38.8,7594.0,899.0,77462.0,42565.0,4279.0,258.0,887.0,1887.0,ZCTA5 01432,01432
141,43.0,1716.0,150.0,54318.0,15055.0,285.0,36.0,938.0,2029.0,ZCTA5 01434,01434
142,40.8,3823.0,328.0,77083.0,28266.0,1972.0,98.0,549.0,1731.0,ZCTA5 01436,01436
143,48.4,635.0,161.0,70028.0,27062.0,244.0,51.0,-666666666.0,1459.0,ZCTA5 01438,01438
144,39.8,20334.0,3637.0,46410.0,24680.0,9348.0,751.0,767.0,1534.0,ZCTA5 01440,01440
145,45.1,11182.0,441.0,117500.0,50656.0,5708.0,315.0,1157.0,2496.0,ZCTA5 01450,01450
146,47.6,4629.0,201.0,140192.0,64234.0,2405.0,118.0,1375.0,3052.0,ZCTA5 01451,01451
147,44.5,4537.0,223.0,84803.0,34042.0,2413.0,119.0,1263.0,1682.0,ZCTA5 01452,01452
148,40.8,41336.0,5604.0,56577.0,29527.0,21109.0,1511.0,877.0,1780.0,ZCTA5 01453,01453
149,45.2,9538.0,268.0,108704.0,49488.0,5096.0,302.0,1257.0,2458.0,ZCTA5 01460,01460
150,45.7,11087.0,809.0,89706.0,40771.0,5860.0,266.0,1577.0,2055.0,ZCTA5 01462,01462
151,43.5,12031.0,589.0,84980.0,37824.0,6176.0,383.0,1177.0,2074.0,ZCTA5 01463,01463
152,43.0,7433.0,622.0,68864.0,29748.0,2907.0,227.0,971.0,2101.0,ZCTA5 01464,01464
153,51.0,560.0,84.0,131667.0,47052.0,277.0,0.0,-666666666.0,3132.0,ZCTA5 01467,01467
154,47.7,3704.0,201.0,62589.0,37560.0,2281.0,155.0,-666666666.0,1474.0,ZCTA5 01468,01468
155,39.3,7430.0,373.0,81317.0,35376.0,3981.0,191.0,847.0,1998.0,ZCTA5 01469,01469
156,44.7,7480.0,210.0,96953.0,41812.0,4394.0,204.0,1113.0,1805.0,ZCTA5 01473,01473
157,46.2,1939.0,52.0,98221.0,50984.0,1137.0,41.0,1125.0,2185.0,ZCTA5 01474,01474
158,42.3,10613.0,1225.0,61998.0,27530.0,5479.0,315.0,879.0,1416.0,ZCTA5 01475,01475
159,45.7,16239.0,717.0,71976.0,35524.0,8264.0,566.0,986.0,1810.0,ZCTA5 01501,01501
160,47.3,3061.0,102.0,97614.0,47905.0,1798.0,49.0,1067.0,2447.0,ZCTA5 01503,01503
161,41.1,9068.0,501.0,75544.0,33253.0,5306.0,393.0,853.0,1936.0,ZCTA5 01504,01504
162,44.5,4480.0,151.0,93197.0,47595.0,2527.0,74.0,1065.0,2118.0,ZCTA5 01505,01505
163,41.5,3386.0,363.0,63906.0,34450.0,1727.0,125.0,930.0,1666.0,ZCTA5 01506,01506
164,43.7,13292.0,605.0,92227.0,37512.0,7107.0,656.0,902.0,1770.0,ZCTA5 01507,01507
165,39.3,13759.0,1354.0,60755.0,30955.0,7511.0,434.0,1045.0,1860.0,ZCTA5 01510,01510
166,42.2,2259.0,106.0,80714.0,34639.0,1252.0,87.0,867.0,1678.0,ZCTA5 01515,01515
167,41.5,8689.0,268.0,88958.0,35436.0,4987.0,168.0,1068.0,1877.0,ZCTA5 01516,01516
168,43.0,3009.0,179.0,53664.0,38091.0,1479.0,69.0,685.0,2268.0,ZCTA5 01518,01518
169,42.3,6548.0,273.0,114615.0,47905.0,3765.0,107.0,997.0,2368.0,ZCTA5 01519,01519
170,41.5,14880.0,490.0,99575.0,41699.0,8141.0,431.0,1161.0,2038.0,ZCTA5 01520,01520
171,45.1,2374.0,120.0,75658.0,35363.0,1371.0,123.0,1214.0,1447.0,ZCTA5 01521,01521
172,41.7,3380.0,248.0,102602.0,42394.0,1694.0,102.0,1000.0,2131.0,ZCTA5 01522,01522
173,38.2,7811.0,521.0,97958.0,33078.0,3518.0,194.0,1123.0,2236.0,ZCTA5 01523,01523
174,45.1,6649.0,530.0,60288.0,32164.0,3660.0,215.0,856.0,1681.0,ZCTA5 01524,01524
175,48.6,128.0,0.0,82361.0,40023.0,86.0,20.0,-666666666.0,-666666666.0,ZCTA5 01525,01525
176,42.8,13431.0,896.0,72566.0,34857.0,7252.0,480.0,982.0,1883.0,ZCTA5 01527,01527
177,41.5,3218.0,225.0,91250.0,34255.0,1739.0,113.0,985.0,2092.0,ZCTA5 01529,01529
178,48.0,1106.0,64.0,81389.0,36314.0,555.0,35.0,1025.0,1628.0,ZCTA5 01531,01531
179,43.2,14846.0,465.0,110147.0,46860.0,7965.0,344.0,1328.0,2476.0,ZCTA5 01532,01532
180,44.3,6406.0,499.0,95238.0,44261.0,3575.0,252.0,749.0,2126.0,ZCTA5 01534,01534
181,44.1,4761.0,245.0,70873.0,30530.0,2519.0,150.0,803.0,1685.0,ZCTA5 01535,01535
182,41.4,7557.0,651.0,94766.0,41970.0,3920.0,315.0,1065.0,2155.0,ZCTA5 01536,01536
183,33.3,2671.0,364.0,76114.0,28702.0,1216.0,59.0,866.0,1789.0,ZCTA5 01537,01537
184,41.2,10921.0,1046.0,60852.0,29422.0,5730.0,243.0,801.0,1603.0,ZCTA5 01540,01540
185,45.8,3451.0,226.0,121500.0,54940.0,1794.0,130.0,1114.0,2446.0,ZCTA5 01541,01541
186,47.0,2366.0,27.0,94103.0,36454.0,1332.0,53.0,1063.0,1609.0,ZCTA5 01542,01542
187,39.5,8402.0,182.0,95347.0,36917.0,4573.0,221.0,907.0,2089.0,ZCTA5 01543,01543
188,40.8,36103.0,1391.0,99441.0,44402.0,19065.0,883.0,1227.0,2185.0,ZCTA5 01545,01545
189,38.5,16824.0,2728.0,48762.0,24724.0,8201.0,750.0,872.0,1627.0,ZCTA5 01550,01550
190,36.8,4504.0,339.0,80078.0,39644.0,2175.0,148.0,1085.0,2370.0,ZCTA5 01560,01560
191,59.6,249.0,16.0,-666666666.0,31381.0,137.0,16.0,-666666666.0,-666666666.0,ZCTA5 01561,01561
192,42.5,11801.0,1320.0,65858.0,30409.0,6284.0,375.0,782.0,1747.0,ZCTA5 01562,01562
193,44.9,7954.0,433.0,104187.0,47551.0,4144.0,236.0,1181.0,2241.0,ZCTA5 01564,01564
194,43.1,6442.0,162.0,98000.0,43514.0,3259.0,138.0,1276.0,2250.0,ZCTA5 01566,01566
195,40.8,7532.0,361.0,115348.0,45515.0,4018.0,280.0,978.0,2418.0,ZCTA5 01568,01568
196,39.4,13881.0,1122.0,90204.0,34655.0,7589.0,741.0,1191.0,1890.0,ZCTA5 01569,01569
197,40.7,16838.0,2170.0,51229.0,26356.0,8336.0,804.0,830.0,1586.0,ZCTA5 01570,01570
198,38.0,11608.0,948.0,62567.0,29785.0,5806.0,596.0,859.0,1707.0,ZCTA5 01571,01571
199,40.1,18706.0,857.0,106915.0,46782.0,9735.0,483.0,1362.0,2658.0,ZCTA5 01581,01581
200,38.8,7602.0,389.0,74020.0,27467.0,2709.0,152.0,853.0,1872.0,ZCTA5 01583,01583
201,49.1,4606.0,316.0,61298.0,31640.0,2289.0,162.0,1291.0,1579.0,ZCTA5 01585,01585
202,38.5,9731.0,791.0,60429.0,31274.0,5024.0,271.0,911.0,1933.0,ZCTA5 01588,01588
203,44.0,9184.0,186.0,99692.0,41891.0,5066.0,174.0,789.0,2157.0,ZCTA5 01590,01590
204,40.3,23812.0,2979.0,62709.0,33417.0,12764.0,742.0,1129.0,1732.0,ZCTA5 01602,01602
205,36.3,20505.0,4471.0,40967.0,22724.0,9482.0,977.0,959.0,1551.0,ZCTA5 01603,01603
206,34.8,35866.0,6897.0,50426.0,26263.0,17072.0,1565.0,1050.0,1655.0,ZCTA5 01604,01604
207,31.3,28696.0,7360.0,35446.0,20729.0,12160.0,1229.0,891.0,1655.0,ZCTA5 01605,01605
208,40.4,19258.0,1910.0,65163.0,34426.0,10000.0,900.0,996.0,1686.0,ZCTA5 01606,01606
209,35.4,8636.0,1695.0,47068.0,25439.0,4114.0,449.0,1015.0,1451.0,ZCTA5 01607,01607
210,27.5,3511.0,1764.0,18843.0,12874.0,1039.0,289.0,746.0,-666666666.0,ZCTA5 01608,01608
211,30.6,19982.0,3933.0,42863.0,27559.0,8630.0,701.0,931.0,2175.0,ZCTA5 01609,01609
212,28.3,23919.0,7129.0,31182.0,15359.0,9871.0,1400.0,976.0,1563.0,ZCTA5 01610,01610
213,41.3,2466.0,113.0,81971.0,34645.0,1434.0,42.0,971.0,1688.0,ZCTA5 01611,01611
214,38.8,4889.0,156.0,94135.0,37695.0,2589.0,67.0,1044.0,2122.0,ZCTA5 01612,01612
215,44.7,32061.0,1442.0,100788.0,47041.0,18065.0,843.0,1340.0,2269.0,ZCTA5 01701,01701
216,34.3,38781.0,6187.0,51137.0,28353.0,21485.0,1438.0,1195.0,1969.0,ZCTA5 01702,01702
217,41.1,526.0,56.0,131484.0,59295.0,270.0,38.0,-666666666.0,1891.0,ZCTA5 01718,01718
218,41.6,5287.0,247.0,103556.0,57192.0,2991.0,190.0,958.0,2301.0,ZCTA5 01719,01719
219,43.4,22638.0,651.0,131413.0,59593.0,11807.0,529.0,1303.0,2921.0,ZCTA5 01720,01720
220,42.1,17420.0,655.0,103700.0,50097.0,9960.0,341.0,1300.0,2358.0,ZCTA5 01721,01721
221,43.3,14018.0,385.0,117688.0,55262.0,6954.0,365.0,1703.0,3166.0,ZCTA5 01730,01730
222,21.6,1957.0,94.0,84333.0,25069.0,347.0,32.0,2522.0,-666666666.0,ZCTA5 01731,01731
223,42.3,5113.0,79.0,151023.0,54767.0,2886.0,106.0,972.0,3000.0,ZCTA5 01740,01740
224,49.6,5125.0,113.0,167400.0,83920.0,2500.0,113.0,2085.0,3774.0,ZCTA5 01741,01741
225,45.9,19448.0,919.0,137991.0,68106.0,8085.0,264.0,1825.0,3454.0,ZCTA5 01742,01742
226,33.5,482.0,0.0,120766.0,34163.0,193.0,19.0,-666666666.0,2551.0,ZCTA5 01745,01745
227,42.5,14324.0,291.0,110295.0,48394.0,7288.0,434.0,964.0,2533.0,ZCTA5 01746,01746
228,44.1,5942.0,119.0,99792.0,41244.0,3096.0,149.0,1140.0,2022.0,ZCTA5 01747,01747
229,41.0,16257.0,418.0,143190.0,60782.0,8350.0,453.0,1567.0,2883.0,ZCTA5 01748,01748
230,43.4,19680.0,1270.0,80574.0,38275.0,10653.0,436.0,1159.0,2045.0,ZCTA5 01749,01749
231,39.6,39545.0,2830.0,72222.0,36782.0,22490.0,1082.0,1245.0,2075.0,ZCTA5 01752,01752
232,42.3,10526.0,960.0,90134.0,46941.0,5800.0,263.0,1110.0,2261.0,ZCTA5 01754,01754
233,44.5,5963.0,33.0,121298.0,47850.0,3274.0,251.0,1422.0,2334.0,ZCTA5 01756,01756
234,39.3,28600.0,2167.0,73117.0,35343.0,15338.0,864.0,1022.0,1875.0,ZCTA5 01757,01757
235,40.9,35133.0,1161.0,104600.0,52377.0,19353.0,763.0,1304.0,2534.0,ZCTA5 01760,01760
236,45.2,4255.0,150.0,158250.0,73986.0,1995.0,60.0,1097.0,3818.0,ZCTA5 01770,01770
237,42.5,9486.0,397.0,147216.0,64334.0,4815.0,192.0,1328.0,3095.0,ZCTA5 01772,01772
238,53.0,4793.0,204.0,143505.0,91150.0,2406.0,53.0,1626.0,3745.0,ZCTA5 01773,01773
239,43.6,7027.0,305.0,146799.0,55315.0,3685.0,160.0,1589.0,2832.0,ZCTA5 01775,01775
240,43.8,18594.0,345.0,164013.0,73702.0,8681.0,369.0,788.0,3424.0,ZCTA5 01776,01776
241,45.9,13697.0,594.0,157005.0,75193.0,6790.0,153.0,1133.0,3292.0,ZCTA5 01778,01778
242,39.4,39775.0,2791.0,84479.0,37573.0,22554.0,1275.0,1405.0,2135.0,ZCTA5 01801,01801
243,42.5,25698.0,1330.0,92141.0,41548.0,13342.0,741.0,1693.0,2394.0,ZCTA5 01803,01803
244,41.9,34963.0,1494.0,134627.0,59241.0,17536.0,833.0,1325.0,2913.0,ZCTA5 01810,01810
