,Median Age,Total Population,Poverty Count,Median Household Income,Per Capita Income,employment_employed,employment_unemployed,median_gross_rent,median_monthly_owner_costs,Name,Zipcode
5746,46,5638,613,63636,33565,2760,194,828,1459,ZCTA5 18414,18414
5747,58.6,1046,108,48500,27736,408,73,1047,1583,ZCTA5 18415,18415
5748,48.5,1168,265,40938,24291,473,26,1018,1394,ZCTA5 18417,18417
5749,39.7,4411,361,50455,24058,2220,117,702,1369,ZCTA5 18419,18419
5750,31.8,55,8,31667,17416,20,8,745,,ZCTA5 18420,18420
5751,45.6,4444,445,45987,24720,1989,176,630,1210,ZCTA5 18421,18421
5752,46.2,4880,672,49390,27769,2066,172,787,1308,ZCTA5 18424,18424
5753,37.3,1441,80,42352,22390,642,15,1264,1304,ZCTA5 18425,18425
5754,45.7,5045,873,45788,23549,1884,199,925,1407,ZCTA5 18426,18426
5755,26.7,290,27,35170,12936,112,9,972,,ZCTA5 18427,18427
5756,49.2,11526,1037,52292,28499,4161,561,1028,1435,ZCTA5 18428,18428
5757,35.9,33,3,20750,11324,21,0,,,ZCTA5 18430,18430
5758,44.2,13528,1971,46454,23479,6246,398,691,1299,ZCTA5 18431,18431
5759,44.5,7094,675,47514,25443,3292,125,617,1381,ZCTA5 18433,18433
5760,39.7,4225,617,44556,20923,1793,70,706,1138,ZCTA5 18434,18434
5761,38.8,656,18,54722,28635,274,53,697,1829,ZCTA5 18435,18435
5762,45.1,14446,1202,53840,24802,6108,458,944,1491,ZCTA5 18436,18436
5763,53,164,44,29500,14851,45,6,475,1531,ZCTA5 18437,18437
5764,54.2,1002,25,55417,44118,463,28,,1694,ZCTA5 18438,18438
5765,37.3,492,108,54063,24847,229,3,857,1492,ZCTA5 18439,18439
5766,33.3,407,63,36500,16217,207,9,,982,ZCTA5 18441,18441
5767,57.6,241,12,50000,33684,133,0,,1906,ZCTA5 18443,18443
5768,42.6,13539,898,64814,29118,6817,356,853,1510,ZCTA5 18444,18444
5769,43.2,2020,246,50852,21724,840,105,568,1510,ZCTA5 18445,18445
5770,41.2,3873,648,42772,21829,1866,137,621,1238,ZCTA5 18446,18446
5771,45.8,9975,840,48056,24500,4698,405,665,1334,ZCTA5 18447,18447
5772,51.3,392,24,58542,29092,196,12,768,1558,ZCTA5 18451,18451
5773,50.2,5079,539,43683,25271,2200,184,600,1279,ZCTA5 18452,18452
5774,51.6,1084,141,65000,27879,454,49,858,1341,ZCTA5 18453,18453
5775,59.2,37,0,43750,39262,31,0,,1375,ZCTA5 18454,18454
5776,30.8,102,4,73011,31945,77,0,,1175,ZCTA5 18455,18455
5777,44,422,13,61053,26571,202,13,850,1234,ZCTA5 18456,18456
5778,40.2,124,0,63750,24900,71,0,,,ZCTA5 18457,18457
5779,44.7,3131,192,51639,32521,1653,195,905,1419,ZCTA5 18458,18458
5780,54.4,85,38,28214,14902,12,3,,930,ZCTA5 18459,18459
5781,49.6,196,17,51750,18607,57,18,1286,960,ZCTA5 18460,18460
5782,54.6,248,28,32500,43417,72,33,,1250,ZCTA5 18461,18461
5783,39.5,451,51,38365,22856,219,4,,1150,ZCTA5 18462,18462
5784,45.5,287,0,68333,39101,186,21,850,1349,ZCTA5 18463,18463
5785,45.2,921,58,63286,35696,452,23,909,1532,ZCTA5 18464,18464
5786,46,1575,156,44375,23968,641,47,636,1235,ZCTA5 18465,18465
5787,36.6,17306,3073,55317,20134,6909,1556,1139,1668,ZCTA5 18466,18466
5788,49.4,506,26,47083,21216,290,34,937,2038,ZCTA5 18469,18469
5789,49.6,2294,191,50398,28261,1106,162,708,1326,ZCTA5 18470,18470
5790,45.6,525,19,137875,51215,289,0,1550,3088,ZCTA5 18471,18471
5791,42.8,7437,563,51607,16368,1973,212,763,1351,ZCTA5 18472,18472
5792,46.6,380,98,37500,20880,185,7,850,857,ZCTA5 18473,18473
5793,54.1,1022,210,17401,15041,289,23,446,911,ZCTA5 18503,18503
5794,41.7,20619,2747,39661,22203,9709,972,689,1194,ZCTA5 18504,18504
5795,40.6,20973,4799,36246,21372,9202,846,619,1206,ZCTA5 18505,18505
5796,43,4884,358,52412,33913,2388,120,681,1415,ZCTA5 18507,18507
5797,42.1,11731,2263,36270,20191,5119,548,687,1126,ZCTA5 18508,18508
5798,35.9,14243,2184,42354,24270,6019,481,662,1375,ZCTA5 18509,18509
5799,26.1,14632,3333,36404,17579,6372,581,704,1342,ZCTA5 18510,18510
5800,42.6,11997,1494,42320,25928,6194,446,654,1244,ZCTA5 18512,18512
5801,45.8,4965,482,41643,22815,2355,264,643,1168,ZCTA5 18517,18517
5802,43.2,8323,784,51018,24549,3871,563,655,1305,ZCTA5 18518,18518
5803,42.1,4953,586,41201,25063,2432,196,613,1317,ZCTA5 18519,18519
5804,62.2,238,11,103056,66250,116,2,1375,1656,ZCTA5 18602,18602
5805,42.6,19239,2394,40564,21812,9026,618,652,1196,ZCTA5 18603,18603
5806,41.7,4788,1032,49427,20397,1779,261,949,1510,ZCTA5 18610,18610
5807,42.4,17400,1524,57662,29784,7857,777,646,1494,ZCTA5 18612,18612
5808,46.2,2767,411,36891,21342,1158,90,387,1084,ZCTA5 18614,18614
5809,49,1938,149,50469,28702,905,88,756,1259,ZCTA5 18615,18615
5810,57.6,551,36,31688,25590,194,0,588,1275,ZCTA5 18616,18616
5811,41,2084,927,28485,16478,804,150,610,802,ZCTA5 18617,18617
5812,47.3,3878,324,61411,28830,2026,90,871,1512,ZCTA5 18618,18618
5813,43.5,224,32,52917,19993,90,4,442,888,ZCTA5 18619,18619
5814,41.9,6154,668,48966,20882,2123,208,778,1310,ZCTA5 18621,18621
5815,50.9,208,0,50833,24458,77,0,,918,ZCTA5 18622,18622
5816,43.5,2382,364,42721,20649,1076,47,598,1110,ZCTA5 18623,18623
5817,51.2,590,13,63125,40219,317,20,1620,2156,ZCTA5 18624,18624
5818,59.3,386,9,55982,31049,176,3,738,1438,ZCTA5 18625,18625
5819,54.5,660,120,50577,23999,223,12,438,1077,ZCTA5 18626,18626
5820,50.8,263,27,45938,22949,76,0,,850,ZCTA5 18628,18628
5821,43,1739,216,48586,22863,800,88,732,1144,ZCTA5 18629,18629
5822,38.9,3219,477,47250,24326,1434,97,599,1271,ZCTA5 18630,18630
5823,48.8,1194,132,57000,29625,587,6,631,1266,ZCTA5 18631,18631
5824,51.2,354,11,32500,26064,171,0,594,1031,ZCTA5 18632,18632
5825,42,13474,2507,37756,20649,5825,562,580,1118,ZCTA5 18634,18634
5826,41.3,4113,363,45060,21907,1962,107,572,1151,ZCTA5 18635,18635
5827,44.9,1465,143,51118,23629,701,76,580,1009,ZCTA5 18636,18636
5828,45.6,17157,2194,41786,25572,7495,830,626,1211,ZCTA5 18640,18640
5829,46.6,7142,866,42455,23647,3145,422,647,1116,ZCTA5 18641,18641
5830,42.3,3950,307,45389,25511,2013,154,601,1238,ZCTA5 18642,18642
5831,45.4,12652,1239,50632,28900,6372,429,658,1237,ZCTA5 18643,18643
5832,46.6,7321,731,49831,32137,3775,255,596,1341,ZCTA5 18644,18644
5833,43.2,8850,1727,32452,20218,4075,444,649,1143,ZCTA5 18651,18651
5834,32.5,138,22,56563,19398,69,0,,975,ZCTA5 18653,18653
5835,42.8,6581,710,48500,23100,2888,207,631,1223,ZCTA5 18655,18655
5836,42.3,2252,261,52813,25185,1132,65,596,1334,ZCTA5 18656,18656
5837,43,12498,1517,50970,24927,5854,424,654,1288,ZCTA5 18657,18657
5838,47.3,3209,122,52695,24810,1588,158,624,1329,ZCTA5 18660,18660
5839,45.3,5418,545,45737,24418,2524,190,819,1228,ZCTA5 18661,18661
5840,21.5,3005,568,15653,11571,1087,140,645,1158,ZCTA5 18701,18701
5841,37.4,41121,9178,36076,20627,18395,1495,617,1118,ZCTA5 18702,18702
5842,43.5,31277,4961,46032,25932,15114,1165,704,1208,ZCTA5 18704,18704
5843,44.5,14324,2103,39273,24761,6447,652,665,1031,ZCTA5 18705,18705
5844,44.3,16268,2566,39288,23122,7565,566,573,1093,ZCTA5 18706,18706
5845,42.3,15850,522,76804,33522,8196,515,631,1613,ZCTA5 18707,18707
5846,41.2,9937,417,74779,33224,4839,144,740,1533,ZCTA5 18708,18708
5847,41.4,2892,692,29215,18751,1200,161,598,1133,ZCTA5 18709,18709
5848,45.1,8744,988,47599,24053,4131,370,634,1190,ZCTA5 18801,18801
5849,40.5,6107,822,42581,21924,2784,161,423,1130,ZCTA5 18810,18810
5850,48.9,1583,50,62356,28119,799,94,900,1431,ZCTA5 18812,18812
5851,38.8,125,7,42750,19438,61,1,575,860,ZCTA5 18814,18814
5852,35,158,0,40938,16322,81,0,810,1475,ZCTA5 18816,18816
5853,39.8,214,52,35972,22603,83,0,642,1417,ZCTA5 18817,18817
5854,43.1,1456,212,48750,22856,616,51,833,1271,ZCTA5 18818,18818
5855,52.4,1153,119,39911,24552,535,53,547,958,ZCTA5 18821,18821
5856,41.7,3673,565,48542,20750,1599,200,720,1238,ZCTA5 18822,18822
5857,43.9,244,22,42955,20106,88,0,630,1485,ZCTA5 18823,18823
5858,44.6,1314,228,46563,22592,590,47,670,1104,ZCTA5 18824,18824
5859,63.2,107,12,31429,18599,33,3,,,ZCTA5 18825,18825
5860,53.1,1487,158,43984,25674,671,45,680,1144,ZCTA5 18826,18826
5861,49.9,216,13,36000,23339,110,6,775,1130,ZCTA5 18828,18828
5862,40.3,817,80,44167,23565,337,10,738,1079,ZCTA5 18829,18829
5863,51.3,846,80,53167,29043,426,57,713,1236,ZCTA5 18830,18830
5864,51,1099,232,48672,27405,441,33,538,1268,ZCTA5 18831,18831
5865,41.2,1814,265,45517,22789,820,90,506,1083,ZCTA5 18832,18832
5866,45.1,1954,324,43214,22851,753,115,665,1116,ZCTA5 18833,18833
5867,43.9,3654,380,50000,26187,1712,153,713,1239,ZCTA5 18834,18834
5868,40.1,3315,565,42067,20105,1403,77,617,1013,ZCTA5 18837,18837
5869,44.7,11007,1229,45136,24024,4957,335,683,1208,ZCTA5 18840,18840
5870,44.2,294,54,53750,20637,123,18,,1232,ZCTA5 18842,18842
5871,54.4,151,18,32202,20262,81,0,,732,ZCTA5 18843,18843
5872,39.3,2061,236,53056,21929,868,58,734,1291,ZCTA5 18844,18844
5873,44,314,29,47750,27673,120,16,1069,1068,ZCTA5 18845,18845
5874,40.5,798,115,53512,22479,348,31,638,1212,ZCTA5 18846,18846
5875,43.5,5886,875,39771,19927,2398,251,640,1063,ZCTA5 18847,18847
5876,43.5,9011,1406,45534,23444,4046,280,632,1109,ZCTA5 18848,18848
5877,40.5,2249,172,49741,22105,1025,36,865,1077,ZCTA5 18850,18850
5878,50.8,766,109,42386,23673,316,20,641,973,ZCTA5 18851,18851
5879,41.9,4692,545,54306,25746,2141,118,613,1170,ZCTA5 18853,18853
5880,46.1,1345,131,50104,25289,615,37,694,1224,ZCTA5 18854,18854
5881,43.5,27949,1219,82256,43717,13260,1038,1229,2386,ZCTA5 18901,18901
5882,41.9,20482,953,117453,48454,10094,448,1768,2771,ZCTA5 18902,18902
5883,,0,0,,,0,0,,,ZCTA5 18912,18912
5884,58.5,47,0,65250,51670,29,0,,,ZCTA5 18913,18913
5885,38.7,21519,650,101915,40243,10986,745,1338,2375,ZCTA5 18914,18914
5886,44.5,903,2,94848,48722,518,11,1113,2129,ZCTA5 18915,18915
5887,34.5,2338,188,51528,26310,1221,194,996,1985,ZCTA5 18917,18917
5888,53.6,139,8,59875,57135,97,0,,2671,ZCTA5 18920,18920
5889,37.5,969,31,88313,45410,510,0,2001,2874,ZCTA5 18923,18923
5890,40.8,6245,181,126202,51921,3172,116,1431,3122,ZCTA5 18925,18925
5891,40.9,8510,42,138125,50245,4455,246,1202,2675,ZCTA5 18929,18929
5892,46.8,2543,150,75465,33582,1331,135,1178,2112,ZCTA5 18930,18930
5893,47,414,8,77292,36773,220,23,2001,2188,ZCTA5 18932,18932
5894,24.8,37,0,37031,39651,37,0,791,,ZCTA5 18935,18935
5895,28,60,0,,28902,16,15,,,ZCTA5 18936,18936
5896,48.8,14087,588,92917,60589,7035,370,1413,2905,ZCTA5 18938,18938
5897,43.7,28982,995,112140,60027,14931,1053,1518,2460,ZCTA5 18940,18940
5898,47.6,3719,240,72228,35397,1849,214,995,2346,ZCTA5 18942,18942
5899,40.2,24361,1087,79220,32745,13175,1035,935,2099,ZCTA5 18944,18944
5900,41.1,6949,525,105142,40886,3248,317,1281,2620,ZCTA5 18947,18947
5901,56.6,192,0,67375,40218,98,26,,2357,ZCTA5 18950,18950
5902,40.6,34511,1878,68127,31717,18198,1507,896,1818,ZCTA5 18951,18951
5903,43.9,9677,172,115603,46138,4781,430,1278,2940,ZCTA5 18954,18954
5904,42.6,1551,89,61167,25804,807,62,910,1662,ZCTA5 18955,18955
5905,43.5,12838,776,66152,30577,6616,433,1160,1884,ZCTA5 18960,18960
5906,44.5,492,33,79250,34271,242,29,850,1693,ZCTA5 18962,18962
5907,43.4,13408,488,69597,33612,6946,553,848,1930,ZCTA5 18964,18964
5908,45.1,38005,1045,92337,40174,19699,1333,1344,2224,ZCTA5 18966,18966
5909,41.6,15132,1077,77372,35270,7938,570,954,1877,ZCTA5 18969,18969
5910,38.8,664,67,66429,25536,336,43,956,1904,ZCTA5 18970,18970
5911,46.9,3730,242,63672,32587,1776,199,955,2122,ZCTA5 18972,18972
5912,43.3,41577,2774,68889,31747,19981,1830,1202,1972,ZCTA5 18974,18974
5913,41.3,19036,752,89814,38920,9624,716,1168,2389,ZCTA5 18976,18976
5914,47.7,4132,142,157644,65932,2076,112,2001,3131,ZCTA5 18977,18977
5915,40.7,503,2,109097,38594,296,6,1320,2811,ZCTA5 18980,18980
5916,40.6,17236,1089,74736,33707,9049,737,1058,1849,ZCTA5 19001,19001
5917,43.3,32883,1644,98650,55902,15987,980,1141,2519,ZCTA5 19002,19002
5918,37.5,12646,1269,70170,44172,7032,421,1138,1988,ZCTA5 19003,19003
5919,43.4,9544,601,103917,67098,4780,154,1326,2826,ZCTA5 19004,19004
5920,46.4,21400,1308,89677,42353,9873,714,1074,2684,ZCTA5 19006,19006
5921,39.5,20805,1930,49007,23637,10144,1002,837,1516,ZCTA5 19007,19007
5922,45.6,20509,774,74794,34075,10075,726,1070,2225,ZCTA5 19008,19008
5923,35.2,1011,72,81705,30011,479,39,1072,2221,ZCTA5 19009,19009
5924,38.3,21184,1320,100634,60192,9647,446,1378,3297,ZCTA5 19010,19010
5925,40.7,6752,408,83304,35159,3631,250,1052,2219,ZCTA5 19012,19012
5926,30.7,35496,10290,27725,15388,12207,2539,792,976,ZCTA5 19013,19013
5927,37.6,20805,1173,77782,31749,10577,742,933,1825,ZCTA5 19014,19014
5928,39.1,16421,2487,55873,26527,8041,850,938,1363,ZCTA5 19015,19015
5929,44.1,407,0,77452,43823,185,8,,2313,ZCTA5 19017,19017
5930,38.1,23407,2504,57085,27012,12024,1313,960,1639,ZCTA5 19018,19018
5931,39.6,55741,3357,62774,29640,30075,2550,1074,1844,ZCTA5 19020,19020
5932,39.4,10324,840,57492,25126,5509,589,911,1567,ZCTA5 19021,19021
5933,34.5,4104,728,41610,20265,1751,203,787,1250,ZCTA5 19022,19022
5934,31.1,22500,5113,40076,19067,9597,1735,935,1197,ZCTA5 19023,19023
5935,43.9,5679,26,111893,53084,2857,163,1244,2566,ZCTA5 19025,19025
5936,38,30645,1711,68280,31916,16163,1380,893,1900,ZCTA5 19026,19026
5937,41.8,19684,1145,77961,44768,9938,901,959,2397,ZCTA5 19027,19027
5938,40.5,3998,452,53644,28578,2071,204,940,1493,ZCTA5 19029,19029
5939,41,12512,770,63685,27610,6369,768,901,1777,ZCTA5 19030,19030
5940,46.9,4792,397,93214,47064,2229,121,1078,2159,ZCTA5 19031,19031
5941,32.7,6617,1081,51917,22237,3091,506,994,1335,ZCTA5 19032,19032
5942,37.6,8520,576,61788,28033,4682,445,1045,1843,ZCTA5 19033,19033
5943,45.5,5591,220,111786,59168,2658,121,1453,2894,ZCTA5 19034,19034
5944,53.1,3220,198,137868,124974,1220,83,1763,4001,ZCTA5 19035,19035
5945,39.2,12736,1002,52921,26968,6341,541,963,1522,ZCTA5 19036,19036
5946,41.4,30748,1253,82662,37690,16144,1475,1019,2163,ZCTA5 19038,19038
5947,41.3,20236,995,70315,32529,10479,794,1049,1992,ZCTA5 19040,19040
5948,43.7,6043,191,123295,74157,2535,118,1455,3686,ZCTA5 19041,19041
5949,42.1,2472,246,52917,26330,1334,93,1056,1776,ZCTA5 19043,19043
5950,37.2,16461,1045,64523,33184,9224,841,1121,1902,ZCTA5 19044,19044
5951,45.4,17781,972,77477,48651,8745,576,995,2325,ZCTA5 19046,19046
5952,42.6,35306,1575,81714,37539,18641,1423,1150,2264,ZCTA5 19047,19047
5953,39,28326,2774,55652,28072,14391,1305,843,1688,ZCTA5 19050,19050
5954,41.4,25931,1014,75608,31462,13342,1391,1092,1980,ZCTA5 19053,19053
5955,40.1,17437,1162,62434,25944,8951,687,1121,1734,ZCTA5 19054,19054
5956,40.1,13508,877,60121,25499,6779,734,885,1718,ZCTA5 19055,19055
5957,39.9,15677,813,68237,29083,8138,678,998,1865,ZCTA5 19056,19056
5958,38.4,17482,1718,62119,24670,8803,800,1125,1700,ZCTA5 19057,19057
5959,42.8,11228,276,119460,44578,5470,311,2001,2614,ZCTA5 19060,19060
5960,37.7,20101,2331,55990,26201,9315,1120,933,1670,ZCTA5 19061,19061
5961,45.3,35864,1393,84549,44492,17705,996,1090,2255,ZCTA5 19063,19063
5962,42.8,24718,817,94512,37688,12463,755,1041,2173,ZCTA5 19064,19064
5963,39.5,6284,143,171458,66453,2735,172,2001,3296,ZCTA5 19066,19066
5964,41.8,50915,2425,92390,45523,26200,2063,1196,2404,ZCTA5 19067,19067
5965,45,7182,444,67208,30431,3915,257,933,1920,ZCTA5 19070,19070
5966,46.1,9192,322,108964,74728,5183,283,1179,2949,ZCTA5 19072,19072
5967,47.7,18392,522,100539,55902,8683,412,1653,2550,ZCTA5 19073,19073
5968,39.3,5887,150,62304,27484,2980,275,833,1743,ZCTA5 19074,19074
5969,41.4,7391,171,90145,37412,4022,218,977,1968,ZCTA5 19075,19075
5970,38.5,6571,549,65495,28556,3659,202,884,1742,ZCTA5 19076,19076
5971,39.2,10961,808,58107,30468,5775,519,890,1751,ZCTA5 19078,19078
5972,33.4,9347,1588,46960,20708,3755,820,857,1327,ZCTA5 19079,19079
5973,38.5,10189,502,86319,42665,5345,254,1017,2296,ZCTA5 19081,19081
5974,32.2,40924,7642,39814,18891,19128,2346,867,1344,ZCTA5 19082,19082
5975,40.7,35748,1170,86190,37736,18366,1124,949,2118,ZCTA5 19083,19083
5976,21.5,8525,244,178295,64530,3240,228,2001,4001,ZCTA5 19085,19085
5977,45.4,11252,258,96448,44399,5456,448,1084,2308,ZCTA5 19086,19086
5978,40,32683,1057,107412,60146,16711,760,1377,2606,ZCTA5 19087,19087
5979,39.7,18868,1050,69321,31926,9940,620,1080,1900,ZCTA5 19090,19090
5980,41.2,3539,654,46190,26305,1577,314,888,1554,ZCTA5 19094,19094
5981,44,7270,1147,67321,40648,3407,224,1433,2513,ZCTA5 19095,19095
5982,46.3,13994,484,110754,66102,7065,178,1354,2853,ZCTA5 19096,19096
5983,31.4,3592,538,71404,63574,2146,100,1560,2127,ZCTA5 19102,19102
5984,34.2,22850,3223,61761,67068,13432,576,1344,2702,ZCTA5 19103,19103
5985,22.2,53002,20828,19465,12118,16728,2282,811,1229,ZCTA5 19104,19104
5986,36.4,10833,997,89588,85557,6719,198,1568,2539,ZCTA5 19106,19106
5987,30.6,11802,2608,43649,34906,6738,596,1043,2213,ZCTA5 19107,19107
5988,,0,0,,,0,0,,,ZCTA5 19109,19109
5989,34.5,67295,10810,45209,21971,29562,3930,880,1440,ZCTA5 19111,19111
5990,,0,0,,,0,0,,,ZCTA5 19112,19112
5991,49.3,106,0,102750,37348,68,0,,1609,ZCTA5 19113,19113
5992,41.7,30745,2698,51798,28022,14333,2265,944,1516,ZCTA5 19114,19114
5993,46.1,32605,3882,46120,28356,14760,1611,899,1682,ZCTA5 19115,19115
5994,43.4,32338,4060,50849,26747,15435,1481,873,1663,ZCTA5 19116,19116
5995,42.1,9261,441,81542,58082,5004,412,1159,2514,ZCTA5 19118,19118
5996,42.3,28170,3676,59044,37113,13806,1415,862,1667,ZCTA5 19119,19119
5997,28,74763,24052,33417,14463,27518,6183,868,998,ZCTA5 19120,19120
5998,26.2,34418,17745,15935,11773,9832,3059,602,1011,ZCTA5 19121,19121
5999,25.4,19343,7096,21929,13550,6074,1238,668,1190,ZCTA5 19122,19122
6000,33.5,12267,2681,46660,31933,6167,947,860,1771,ZCTA5 19123,19123
6001,32.4,63222,19179,28996,14562,22386,5212,817,990,ZCTA5 19124,19124
6002,33.7,22472,6022,37369,21870,9870,1964,885,1231,ZCTA5 19125,19125
6003,38.9,16531,2444,41255,21407,6294,1343,800,1290,ZCTA5 19126,19126
6004,27.9,5094,794,61300,35988,3614,212,1201,1566,ZCTA5 19127,19127
6005,34.8,35041,4145,63353,34213,18860,1738,1119,1631,ZCTA5 19128,19128
6006,32.6,11125,1525,50180,30871,5721,537,1023,1479,ZCTA5 19129,19129
6007,32.6,24219,4282,60211,43840,14693,1274,1152,2000,ZCTA5 19130,19130
6008,34.2,43660,12560,29899,18917,15415,2306,890,1163,ZCTA5 19131,19131
6009,34.4,35903,14351,22456,13445,10058,3022,729,869,ZCTA5 19132,19132
6010,29.9,24615,13183,14297,9153,5812,1808,584,789,ZCTA5 19133,19133
6011,29.4,58914,28459,23681,12280,16691,5355,846,846,ZCTA5 19134,19134
6012,32.1,33731,6649,36942,16992,13669,2826,895,1109,ZCTA5 19135,19135
6013,34.6,39587,6259,44556,19796,14789,2425,813,1176,ZCTA5 19136,19136
6014,39.1,8316,1377,42976,19819,3278,838,880,1134,ZCTA5 19137,19137
6015,34.1,33955,7573,36644,17639,12408,2305,890,1100,ZCTA5 19138,19138
6016,32.3,43181,15448,25374,14656,14574,3437,724,977,ZCTA5 19139,19139
6017,32.8,54687,22936,21759,12707,16172,5021,729,739,ZCTA5 19140,19140
6018,35.5,32876,8993,31363,17300,12449,2694,777,1111,ZCTA5 19141,19141
6019,27.2,29332,10130,30762,13308,9839,1952,851,978,ZCTA5 19142,19142
6020,33,66969,19850,30450,18181,24508,6227,805,1013,ZCTA5 19143,19143
6021,33.5,44803,13068,30093,20048,17360,3188,793,1202,ZCTA5 19144,19144
6022,35.6,47857,11196,35040,20163,19206,3262,832,1155,ZCTA5 19145,19145
6023,32.6,34095,9568,37025,30512,16339,2441,895,1639,ZCTA5 19146,19146
6024,34.4,33845,4180,56221,40907,20556,1512,996,1791,ZCTA5 19147,19147
6025,36.5,49088,10336,37230,20697,21959,2898,853,1222,ZCTA5 19148,19148
6026,32,53857,10241,37196,17902,21817,4086,997,1191,ZCTA5 19149,19149
6027,43.5,23370,3527,46875,25116,10250,1517,929,1215,ZCTA5 19150,19150
6028,33.8,32381,7205,38117,19011,12378,2039,903,1193,ZCTA5 19151,19151
6029,40.6,33832,4203,48682,23201,14733,1893,848,1553,ZCTA5 19152,19152
6030,41.1,12020,1471,48240,25366,5721,935,1047,1290,ZCTA5 19153,19153
6031,38.7,34006,2843,59852,26380,16431,1542,1065,1459,ZCTA5 19154,19154
6032,46.3,6294,281,98815,51552,3276,168,1130,2158,ZCTA5 19301,19301
6033,32.1,3310,376,65875,22870,1578,146,919,1813,ZCTA5 19310,19310
6034,32.6,8805,994,92338,38795,4159,317,1003,2555,ZCTA5 19311,19311
6035,45.3,11442,415,122825,65742,5351,187,1165,2853,ZCTA5 19312,19312
6036,44.2,236,0,131528,154919,153,19,,1413,ZCTA5 19316,19316
6037,47.2,9405,117,104809,61967,4613,302,1497,2724,ZCTA5 19317,19317
6038,20.4,1119,0,68750,8788,580,42,762,,ZCTA5 19319,19319
6039,37.2,52093,6148,67237,30221,25280,2272,1025,1931,ZCTA5 19320,19320
6040,41.1,5483,432,82115,32527,2996,143,1104,2200,ZCTA5 19330,19330
6041,40.6,7076,667,82763,58120,3374,112,1325,2311,ZCTA5 19333,19333
6042,40.3,46766,1631,94743,42240,25684,1539,1118,2284,ZCTA5 19335,19335
6043,39.1,16846,667,91903,45497,9420,595,1341,2164,ZCTA5 19341,19341
6044,47.7,18338,793,83513,46056,7905,505,1828,2515,ZCTA5 19342,19342
6045,40.5,8486,343,106310,41186,4000,388,1319,2444,ZCTA5 19343,19343
6046,38.6,11840,1518,62152,26784,5719,403,1111,1871,ZCTA5 19344,19344
6047,20.5,717,5,,5977,232,47,,,ZCTA5 19345,19345
6048,42.2,22240,960,92023,46317,11229,380,1158,2405,ZCTA5 19348,19348
6049,41.3,11235,502,125519,53098,6251,258,1173,2697,ZCTA5 19350,19350
6050,25.9,10122,267,119487,34722,4631,365,956,2510,ZCTA5 19352,19352
6051,41.6,24261,1041,109364,57640,12493,454,1370,2546,ZCTA5 19355,19355
6052,40.8,407,113,45938,26413,233,30,932,1295,ZCTA5 19358,19358
6053,34.9,6245,384,62624,24224,2802,171,907,1864,ZCTA5 19362,19362
6054,33.2,17026,2319,63359,25673,7744,567,850,2044,ZCTA5 19363,19363
6055,35,6781,477,67785,28363,3290,273,924,1817,ZCTA5 19365,19365
6056,26.5,135,44,17337,25541,46,34,,2089,ZCTA5 19367,19367
6057,37.8,1311,39,63505,35484,804,114,1375,2007,ZCTA5 19372,19372
6058,37.1,4431,69,154570,35427,1691,39,2001,2778,ZCTA5 19373,19373
6059,34.8,1358,76,81181,19784,923,29,1285,1683,ZCTA5 19374,19374
6060,,24,0,,,24,0,,,ZCTA5 19375,19375
6061,40.5,49708,3163,86127,43935,25354,1687,1205,2201,ZCTA5 19380,19380
6062,37.9,53265,4719,88209,43799,27658,1920,1210,2361,ZCTA5 19382,19382
6063,19.4,3068,0,,3847,1275,114,,,ZCTA5 19383,19383
6064,41.2,13212,489,78076,34254,6494,591,1054,2188,ZCTA5 19390,19390
6065,34.4,41617,6871,47732,24065,20685,2447,1003,1562,ZCTA5 19401,19401
6066,41.2,44465,2072,77562,38622,22896,1348,1225,2006,ZCTA5 19403,19403
6067,33.4,5176,823,46904,29452,2885,260,925,1569,ZCTA5 19405,19405
6068,38.3,23454,1585,76282,41313,13500,670,1129,1920,ZCTA5 19406,19406
6069,45.7,18409,581,106667,56968,9569,545,1748,2451,ZCTA5 19422,19422
6070,38.8,13791,155,155049,58953,7235,370,1630,3025,ZCTA5 19425,19425
6071,36.8,38980,1189,109942,40428,17525,1278,1215,2377,ZCTA5 19426,19426
6072,34.7,16421,1256,71724,40791,9915,779,1177,1864,ZCTA5 19428,19428
6073,70.4,158,0,34202,30515,18,0,,768,ZCTA5 19435,19435
6074,85.3,601,71,53750,46542,42,0,2001,1966,ZCTA5 19436,19436
6075,62.8,511,12,184375,118996,236,18,,3679,ZCTA5 19437,19437
6076,39.7,23616,389,88520,40772,12188,558,1115,2232,ZCTA5 19438,19438
6077,42.4,17750,758,73742,33755,10370,624,968,1907,ZCTA5 19440,19440
6078,,0,0,,,0,0,,,ZCTA5 19442,19442
6079,43.2,10357,346,108234,55152,5337,404,1377,2426,ZCTA5 19444,19444
6080,41.8,54718,3033,75508,39517,28304,2210,1142,2017,ZCTA5 19446,19446
6081,47.6,1423,105,51761,31426,922,42,1021,1356,ZCTA5 19453,19453
6082,39.6,28484,939,84741,41069,15568,806,1234,2075,ZCTA5 19454,19454
6083,36.6,618,30,49970,29726,290,13,,1738,ZCTA5 19456,19456
6084,51.1,165,0,68158,18975,68,0,,,ZCTA5 19457,19457
6085,38.8,39619,1883,80658,42121,21356,1276,977,2120,ZCTA5 19460,19460
6086,42.1,15063,711,81542,40670,7691,661,1187,2045,ZCTA5 19462,19462
